text_id,turn_id,speaker,dialogue_text,unit_type,extraction_confidence,source
VOF,VOF_T00207,the butler,"And so have I, Many a time when the master has rolled up his sleeves I have noticed that very mark. I’ve often wondered what it could be.",speaker_attributed_dialogue,high,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00208,the sergeant,"Then it has nothing to do with the crime, anyhow, But it’s a rum thing all the same. Everything about this case is rum. Well, what is it now?",speaker_attributed_dialogue,high,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00209,Unknown,They’ve taken his wedding ring!,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00210,Unknown,What!,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00211,Unknown,"Yes, indeed. Master always wore his plain gold wedding ring on the little finger of his left hand. That ring with the rough nugget on it was above it, and the twisted snake ring on the third finger. There’s the nugget and there’s the snake, but the wedding ring is gone.",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00212,Barker,"He’s right, Do you tell me,",speaker_attributed_dialogue,high,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00213,Unknown,that the wedding ring was _below_ the other?,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00214,Unknown,Always!,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00215,Unknown,"Then the murderer, or whoever it was, first took off this ring you call the nugget ring, then the wedding ring, and afterwards put the nugget ring back again.",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00216,Unknown,That is so!,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00217,he,"Seems to me the sooner we get London on to this case the better, White Mason is a smart man. No local job has ever been too much for White Mason. It won’t be long now before he is here to help us. But I expect we’ll have to look to London before we are through. Anyhow, I’m not ashamed to say that it is a deal too thick for the likes of me.",speaker_attributed_dialogue,high,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00218,Unknown,"A real downright snorter, Mr. MacDonald!",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00219,Unknown,"We’ll have the pressmen down like flies when they understand it. I’m hoping we will get our work done before they get poking their noses into it and messing up all the trails. There has been nothing like this that I can remember. There are some bits that will come home to you, Mr. Holmes, or I am mistaken. And you also, Dr. Watson; for the medicos will have a word to say before we finish. Your room is at the Westville Arms. There’s no other place; but I hear that it is clean and good. The man will carry your bags. This way, gentlemen, if you please.",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00220,Unknown,Remarkable!,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00221,Unknown,most remarkable! I can hardly recall any case where the features have been more peculiar.,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00222,White Mason in great,"I thought you would say so, Mr. Holmes, We’re well up with the times in Sussex. I’ve told you now how matters were, up to the time when I took over from Sergeant Wilson between three and four this morning. My word! I made the old mare go! But I need not have been in such a hurry, as it turned out; for there was nothing immediate that I could do. Sergeant Wilson had all the facts. I checked them and considered them and maybe added a few of my own.",speaker_attributed_dialogue,high,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00223,Holmes,"What were they? Well, I first had the hammer examined. There was Dr. Wood there to help me. We found no signs of violence upon it. I was hoping that if Mr. Douglas defended himself with the hammer, he might have left his mark upon the murderer before he dropped it on the mat. But there was no stain.",speaker_attributed_dialogue,high,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00224,I,"That, of course, proves nothing at all, There has been many a hammer murder and no trace on the hammer.",speaker_attributed_dialogue,high,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00225,Unknown,"Quite so. It doesn’t prove it wasn’t used. But there might have been stains, and that would have helped us. As a matter of fact there were none. Then I examined the gun. They were buckshot cartridges, and, as Sergeant Wilson pointed out, the triggers were wired together so that, if you pulled on the hinder one, both barrels were discharged. Whoever fixed that up had made up his mind that he was going to take no chances of missing his man. The sawed gun was not more than two foot long—one could carry it easily under one’s coat. There was no complete maker’s name; but the printed letters P-E-N were on the fluting between the barrels, and the rest of the name had been cut off by the saw.",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00226,Holmes,"A big P with a flourish above it, E and N smaller? Exactly.",speaker_attributed_dialogue,high,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00227,Holmes. White Mason gazed,"Pennsylvania Small Arms Company—well-known American firm, That is very helpful, Mr. Holmes. No doubt you are right. Wonderful! Wonderful! Do you carry the names of all the gun makers in the world in your memory?",speaker_attributed_dialogue,high,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00228,Unknown,"No doubt it is an American shotgun,",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00229,Unknown,"I seem to have read that a sawed-off shotgun is a weapon used in some parts of America. Apart from the name upon the barrel, the idea had occurred to me. There is some evidence then, that this man who entered the house and killed its master was an American.",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00230,he,"Man, you are surely travelling overfast, I have heard no evidence yet that any stranger was ever in the house at all.",speaker_attributed_dialogue,high,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00231,Unknown,"The open window, the blood on the sill, the queer card, the marks of boots in the corner, the gun!",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00232,Unknown,"Nothing there that could not have been arranged. Mr. Douglas was an American, or had lived long in America. So had Mr. Barker. You don’t need to import an American from outside in order to account for American doings.",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00233,Unknown,"Ames, the butler—",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00234,Unknown,What about him? Is he reliable?,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00235,Unknown,Ten years with Sir Charles Chandos—as solid as a rock. He has been with Douglas ever since he took the Manor House five years ago. He has never seen a gun of this sort in the house.,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00236,Unknown,The gun was made to conceal. That’s why the barrels were sawed. It would fit into any box. How could he swear there was no such gun in the house?,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00237,Unknown,"Well, anyhow, he had never seen one.",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00238,he,"I’m not convinced yet that there was ever anyone in the house, I’m asking you to conseedar",speaker_attributed_dialogue,high,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00239,Unknown,"I’m asking you to conseedar what it involves if you suppose that this gun was ever brought into the house, and that all these strange things were done by a person from outside. Oh, man, it’s just inconceivable! It’s clean against common sense! I put it to you, Mr. Holmes, judging it by what we have heard.",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00240,Holmes in his most,"Well, state your case, Mr. Mac, The man is not a burglar, supposing that he ever existed. The ring business and the card point to premeditated murder for some private reason. Very good. Here is a man who slips into a house with the deliberate intention of committing murder. He knows, if he knows anything, that he will have a deeficulty in making his escape, as the house is surrounded with water. What weapon would he choose? You would say the most silent in the world. Then he could hope when the deed was done to slip quickly from the window, to wade the moat, and to get away at his leisure. That’s understandable. But is it understandable that he should go out of his way to bring with him the most noisy weapon he could select, knowing well that it will fetch every human being in the house to the spot as quick as they can run, and that it is all odds that he will be seen before he can get across the moat? Is that credible, Mr. Holmes?",speaker_attributed_dialogue,high,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00241,Unknown,"Well, you put the case strongly,",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00242,Unknown,"It certainly needs a good deal of justification. May I ask, Mr. White Mason, whether you examined the farther side of the moat at once to see if there were any signs of the man having climbed out from the water?",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00243,Unknown,"There were no signs, Mr. Holmes. But it is a stone ledge, and one could hardly expect them.",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00244,Unknown,No tracks or marks?,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00245,Unknown,None.,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00246,Unknown,"Ha! Would there be any objection, Mr. White Mason, to our going down to the house at once? There may possibly be some small point which might be suggestive.",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00247,Unknown,"I was going to propose it, Mr. Holmes; but I thought it well to put you in touch with all the facts before we go. I suppose if anything should strike you—",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00248,I,"I have worked with Mr. Holmes before, He plays the game.",speaker_attributed_dialogue,high,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00249,Holmes,"My own idea of the game, at any rate, I go into a case to help the ends of justice and the work of the police. If I have ever separated myself from the official force, it is because they have first separated themselves from me. I have no wish ever to score at their expense. At the same time, Mr. White Mason, I claim the right to work in my own way and give my results at my own time—complete rather than in stages.",speaker_attributed_dialogue,high,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00250,White Mason cordially,"I am sure we are honoured by your presence and to show you all we know, Come along, Dr. Watson, and when the time comes we’ll all hope for a place in your book.",speaker_attributed_dialogue,high,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00251,White Mason,"That’s the window, that one on the immediate right of the drawbridge. It’s open just as it was found last night.",speaker_attributed_dialogue,high,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00252,Unknown,It looks rather narrow for a man to pass.,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00253,Unknown,"Well, it wasn’t a fat man, anyhow. We don’t need your deductions, Mr. Holmes, to tell us that. But you or I could squeeze through all right.",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00254,White Mason,"I’ve had a good look, Mr. Holmes, There is nothing there, no sign that anyone has landed—but why should he leave any sign?",speaker_attributed_dialogue,high,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00255,Unknown,Exactly. Why should he? Is the water always turbid?,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00256,Unknown,Generally about this colour. The stream brings down the clay.,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00257,Unknown,How deep is it?,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00258,Unknown,About two feet at each side and three in the middle.,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00259,Unknown,So we can put aside all idea of the man having been drowned in crossing.,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00260,Unknown,"No, a child could not be drowned in it.",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00261,White Mason,"Anything fresh, Sergeant Wilson? No, sir.",speaker_attributed_dialogue,high,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00262,Unknown,"Then you can go home. You’ve had enough. We can send for you if we want you. The butler had better wait outside. Tell him to warn Mr. Cecil Barker, Mrs. Douglas, and the housekeeper that we may want a word with them presently. Now, gentlemen, perhaps you will allow me to give you the views I have formed first, and then you will be able to arrive at your own.",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00263,Unknown,"Is it suicide, or is it murder—that’s our first question, gentlemen, is it not? If it were suicide, then we have to believe that this man began by taking off his wedding ring and concealing it; that he then came down here in his dressing gown, trampled mud into a corner behind the curtain in order to give the idea someone had waited for him, opened the window, put blood on the—",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00264,MacDonald,"We can surely dismiss that, So I think. Suicide is out of the question. Then a murder has been done. What we have to determine is, whether it was done by someone outside or inside the house.",speaker_attributed_dialogue,high,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00265,Unknown,"Well, let’s hear the argument.",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00266,Unknown,"There are considerable difficulties both ways, and yet one or the other it must be. We will suppose first that some person or persons inside the house did the crime. They got this man down here at a time when everything was still and yet no one was asleep. They then did the deed with the queerest and noisiest weapon in the world so as to tell everyone what had happened—a weapon that was never seen in the house before. That does not seem a very likely start, does it?",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00267,Unknown,"No, it does not.",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00268,Unknown,"Well, then, everyone is agreed that after the alarm was given only a minute at the most had passed before the whole household—not Mr. Cecil Barker alone, though he claims to have been the first, but Ames and all of them were on the spot. Do you tell me that in that time the guilty person managed to make footmarks in the corner, open the window, mark the sill with blood, take the wedding ring off the dead man’s finger, and all the rest of it? It’s impossible!",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00269,Holmes,"You put it very clearly, I am inclined to agree with you.",speaker_attributed_dialogue,high,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00270,Unknown,"Well, then, we are driven back to the theory that it was done by someone from outside. We are still faced with some big difficulties; but anyhow they have ceased to be impossibilities. The man got into the house between four-thirty and six; that is to say, between dusk and the time when the bridge was raised. There had been some visitors, and the door was open; so there was nothing to prevent him. He may have been a common burglar, or he may have had some private grudge against Mr. Douglas. Since Mr. Douglas has spent most of his life in America, and this shotgun seems to be an American weapon, it would seem that the private grudge is the more likely theory. He slipped into this room because it was the first he came to, and he hid behind the curtain. There he remained until past eleven at night. At that time Mr. Douglas entered the room. It was a short interview, if there were any interview at all; for Mrs. Douglas declares that her husband had not left her more than a few minutes when she heard the shot.",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00271,Holmes,"The candle shows that, Exactly. The candle, which was a new one, is not burned more than half an inch. He must have placed it on the table before he was attacked; otherwise, of course, it would have fallen when he fell. This shows that he was not attacked the instant that he entered the room. When Mr. Barker arrived the candle was lit and the lamp was out.",speaker_attributed_dialogue,high,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00272,Unknown,That’s all clear enough.,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00273,Unknown,"Well, now, we can reconstruct things on those lines. Mr. Douglas enters the room. He puts down the candle. A man appears from behind the curtain. He is armed with this gun. He demands the wedding ring—Heaven only knows why, but so it must have been. Mr. Douglas gave it up. Then either in cold blood or in the course of a struggle—Douglas may have gripped the hammer that was found upon the mat—he shot Douglas in this horrible way. He dropped his gun and also it would seem this queer card—V.V. 341, whatever that may mean—and he made his escape through the window and across the moat at the very moment when Cecil Barker was discovering the crime. How’s that, Mr. Holmes?",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00274,Unknown,"Very interesting, but just a little unconvincing.",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00275,MacDonald,"Man, it would be absolute nonsense if it wasn’t that anything else is even worse! Somebody killed the man, and whoever it was I could clearly prove to you that he should have done it some other way. What does he mean by allowing his retreat to be cut off like that? What does he mean by using a shotgun when silence was his one chance of escape? Come, Mr. Holmes, it’s up to you to give us a lead, since you say Mr. White Mason’s theory is unconvincing.",speaker_attributed_dialogue,high,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00276,he,"I should like a few more facts before I get so far as a theory, Mr. Mac, Dear me! these injuries are really appalling. Can we have the butler in for a moment?... Ames, I understand that you have often seen this very unusual mark—a branded triangle inside a circle—upon Mr. Douglas’s forearm?",speaker_attributed_dialogue,high,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00277,Unknown,"Frequently, sir.",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00278,Unknown,You never heard any speculation as to what it meant?,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00279,Unknown,"No, sir.",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00280,Unknown,"It must have caused great pain when it was inflicted. It is undoubtedly a burn. Now, I observe, Ames, that there is a small piece of plaster at the angle of Mr. Douglas’s jaw. Did you observe that in life?",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00281,Unknown,"Yes, sir, he cut himself in shaving yesterday morning.",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00282,Unknown,Did you ever know him to cut himself in shaving before?,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00283,Unknown,"Not for a very long time, sir.",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00284,Holmes,"Suggestive! It may, of course, be a mere coincidence, or it may point to some nervousness which would indicate that he had reason to apprehend danger. Had you noticed anything unusual in his conduct, yesterday, Ames?",speaker_attributed_dialogue,high,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00285,Unknown,"It struck me that he was a little restless and excited, sir.",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00286,Unknown,"Ha! The attack may not have been entirely unexpected. We do seem to make a little progress, do we not? Perhaps you would rather do the questioning, Mr. Mac?",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00287,Unknown,"No, Mr. Holmes, it’s in better hands than mine.",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00288,Unknown,"Well, then, we will pass to this card—V.V. 341. It is rough cardboard. Have you any of the sort in the house?",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00289,Unknown,I don’t think so.,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00290,Unknown,"It was not printed in this room,",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00291,Unknown,"this is black ink and the other purplish. It was done by a thick pen, and these are fine. No, it was done elsewhere, I should say. Can you make anything of the inscription, Ames?",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00292,Unknown,"No, sir, nothing.",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00293,Unknown,"What do you think, Mr. Mac?",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00294,Unknown,It gives me the impression of a secret society of some sort; the same with his badge upon the forearm.,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00295,White Mason,"That’s my idea, too, Well, we can adopt it as a working hypothesis and then see how far our difficulties disappear. An agent from such a society makes his way into the house, waits for Mr. Douglas, blows his head nearly off with this weapon, and escapes by wading the moat, after leaving a card beside the dead man, which will, when mentioned in the papers, tell other members of the society that vengeance has been done. That all hangs together. But why this gun, of all weapons?",speaker_attributed_dialogue,high,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00296,Unknown,Exactly.,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00297,Unknown,And why the missing ring?,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00298,Unknown,Quite so.,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00299,Unknown,And why no arrest? It’s past two now. I take it for granted that since dawn every constable within forty miles has been looking out for a wet stranger?,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00300,Unknown,"That is so, Mr. Holmes.",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00301,Unknown,"Well, unless he has a burrow close by or a change of clothes ready, they can hardly miss him. And yet they _have_ missed him up to now!",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00302,Unknown,"It is clearly the tread of a shoe. It is remarkably broad; a splay-foot, one would say. Curious, because, so far as one can trace any footmark in this mud-stained corner, one would say it was a more shapely sole. However, they are certainly very indistinct. What’s this under the side table?",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00303,Ames,"Mr. Douglas’s dumb-bells, Dumb-bell—there’s only one. Where’s the other?",speaker_attributed_dialogue,high,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00304,Unknown,"I don’t know, Mr. Holmes. There may have been only one. I have not noticed them for months.",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00305,Unknown,One dumb-bell—,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00306,he,"Sorry to interrupt your consultation, but you should hear the latest news.",speaker_attributed_dialogue,high,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00307,Unknown,An arrest?,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00308,Unknown,No such luck. But they’ve found his bicycle. The fellow left his bicycle behind him. Come and have a look. It is within a hundred yards of the hall door.,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00309,the inspector,"It would be a grand help to the police, if these things were numbered and registered. But we must be thankful for what we’ve got. If we can’t find where he went to, at least we are likely to get where he came from. But what in the name of all that is wonderful made the fellow leave it behind? And how in the world has he got away without it? We don’t seem to get a gleam of light in the case, Mr. Holmes.",speaker_attributed_dialogue,high,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00310,Unknown,Don’t we?,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00311,Unknown,I wonder!,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00312,White Mason as we,"Have you seen all you want of the study? For the time,",speaker_attributed_dialogue,high,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00313,Unknown,"Then perhaps you would now like to hear the evidence of some of the people in the house. We could use the dining room, Ames. Please come yourself first and tell us what you know.",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00314,Unknown,"For God’s sake, go back to your room!",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00315,Unknown,"Poor Jack is dead! You can do nothing. For God’s sake, go back!",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00316,Unknown,Take her up! Stay with her!,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00317,I,How long were you with Douglas in California? Five years altogether.,speaker_attributed_dialogue,high,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00318,Unknown,"He was a bachelor, you say?",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00319,Unknown,A widower.,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00320,Unknown,Have you ever heard where his first wife came from?,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00321,Unknown,"No, I remember his saying that she was of German extraction, and I have seen her portrait. She was a very beautiful woman. She died of typhoid the year before I met him.",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00322,Unknown,You don’t associate his past with any particular part of America?,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00323,Unknown,I have heard him talk of Chicago. He knew that city well and had worked there. I have heard him talk of the coal and iron districts. He had travelled a good deal in his time.,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00324,Unknown,Was he a politician? Had this secret society to do with politics?,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00325,Unknown,"No, he cared nothing about politics.",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00326,Unknown,You have no reason to think it was criminal?,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00327,Unknown,"On the contrary, I never met a straighter man in my life.",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00328,Unknown,Was there anything curious about his life in California?,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00329,Unknown,He liked best to stay and to work at our claim in the mountains. He would never go where other men were if he could help it. That’s why I first thought that someone was after him. Then when he left so suddenly for Europe I made sure that it was so. I believe that he had a warning of some sort. Within a week of his leaving half a dozen men were inquiring for him.,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00330,Unknown,What sort of men?,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00331,Unknown,"Well, they were a mighty hard-looking crowd. They came up to the claim and wanted to know where he was. I told them that he was gone to Europe and that I did not know where to find him. They meant him no good—it was easy to see that.",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00332,Unknown,Were these men Americans—Californians?,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00333,Unknown,"Well, I don’t know about Californians. They were Americans, all right. But they were not miners. I don’t know what they were, and was very glad to see their backs.",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00334,Unknown,That was six years ago?,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00335,Unknown,Nearer seven.,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00336,Unknown,"And then you were together five years in California, so that this business dates back not less than eleven years at the least?",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00337,Unknown,That is so.,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00338,Unknown,It must be a very serious feud that would be kept up with such earnestness for as long as that. It would be no light thing that would give rise to it.,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00339,Unknown,I think it shadowed his whole life. It was never quite out of his mind.,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00340,Unknown,"But if a man had a danger hanging over him, and knew what it was, don’t you think he would turn to the police for protection?",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00341,Unknown,"Maybe it was some danger that he could not be protected against. There’s one thing you should know. He always went about armed. His revolver was never out of his pocket. But, by bad luck, he was in his dressing gown and had left it in the bedroom last night. Once the bridge was up, I guess he thought he was safe.",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00342,MacDonald,"I should like these dates a little clearer, It is quite six years since Douglas left California. You followed him next year, did you not?",speaker_attributed_dialogue,high,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00343,Unknown,That is so.,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00344,Unknown,And he had been married five years. You must have returned about the time of his marriage.,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00345,Unknown,About a month before. I was his best man.,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00346,Unknown,Did you know Mrs. Douglas before her marriage?,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00347,Unknown,"No, I did not. I had been away from England for ten years.",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00348,Unknown,But you have seen a good deal of her since.,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00349,Unknown,"I have seen a good deal of _him_ since,",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
