turn_id,speaker,dialogue_text,extraction_confidence,source
VOF_T00645,the other,"I was thinking the same, I guess we may meet again.",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T00646,McMurdo,"I’m not afraid of you, and don’t you think it! My name’s Jack McMurdo—see? If you want me, you’ll find me at Jacob Shafter’s on Sheridan Street, Vermissa; so I’m not hiding from you, am I? Day or night I dare to look the like of you in the face—don’t make any mistake about that!",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T00650,the guide,"That’s the Union House, Jack McGinty is the boss there.",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T00661,the miner,"Hush, on your life! Man, you won’t live long in these parts if you speak in the open street like that. Many a man has had the life beaten out of him for less.",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T00665,McMurdo,"I thank you, I thought it was father,",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T00669,she,"You are quick to make up your mind, Anyone but a blind man could do as much,",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T00674,he,"Say, McMurdo, I remembered your address, so I made bold to call. I’m surprised that you’ve not reported to the Bodymaster. Why haven’t you seen Boss McGinty yet?",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T00688,he,"You go and see him, my lad, It’s not the police but you that he’ll hate if you don’t! Now, take a friend’s advice and go at once!",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T00689,he,"It seems to me, mister, that you are gettin’ set on my Ettie. Ain’t that so, or am I wrong?",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T00701,he,"The Scowrers, are the Eminent Order of Freemen!",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T00710,McMurdo earnestly,"See here! I want you to take back what you’ve said, or else make it good. One or the other you must do before I quit this room. Put yourself in my place. Here am I, a stranger in the town. I belong to a society that I know only as an innocent one. You’ll find it through the length and breadth of the States, but always as an innocent one. Now, when I am counting upon joining it here, you tell me that it is the same as a murder society called the Scowrers. I guess you owe me either an apology or else an explanation, Mr. Shafter.",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T00712,McMurdo,"That’s just gossip—I want proof! If you live here long you vill get your proof. But I forget that you are yourself one of them. You vill soon be as bad as the rest. But you vill find other lodgings, mister. I cannot have you here. Is it not bad enough that one of these people come courting my Ettie, and that I dare not turn him down, but that I should have another for my boarder? Yes, indeed, you shall not sleep here after to-night!",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T00715,the girl,"Oh, hush, Mr. McMurdo, don’t speak so! I have told you, have I not, that you are too late? There is another, and if I have not promised to marry him at once, at least I can promise no one else.",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T00732,McMurdo,"No, I don’t know them, and I don’t fear them, and I don’t believe in them! I’ve lived among rough men, my darling, and instead of fearing them it has always ended that they have feared me—always, Ettie. It’s mad on the face of it! If these men, as your father says, have done crime after crime in the valley, and if everyone knows them by name, how comes it that none are brought to justice? You answer me that, Ettie!",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T00741,she,"I’m glad to see you, Mr. Baldwin, You’re earlier than I had thought. Come and sit down.",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T00744,Baldwin,Maybe Miss Ettie has told you how it is with us? I didn’t understand that there was any relation between you.,high,Project Gutenberg #3289 - The Valley of Fear
VOF_T00749,McMurdo,That I am! You never said a more welcome word.,high,Project Gutenberg #3289 - The Valley of Fear
VOF_T00750,poor,"For God’s sake, Jack! Oh, for God’s sake! Oh, Jack, Jack, he will hurt you!",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T00751,Baldwin with an oath,"Oh, it’s Jack, is it? You’ve come to that already, have you?",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T00753,McMurdo,"I think, Ettie, that if you were to leave us alone we could get this thing settled, Or maybe, Mr. Baldwin, you will take a turn down the street with me. It’s a fine evening, and there’s some open ground beyond the next block.",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T00754,his enemy,"I’ll get even with you without needing to dirty my hands, You’ll wish you had never set foot in this house before I am through with you!",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T00755,McMurdo,"No time like the present, I’ll choose my own time, mister. You can leave the time to me. See here!",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T00762,McMurdo,"I was thinking the same thing, I’ll go right now and fix it. You can tell your father that I’ll sleep here to-night and find some other quarters in the morning.",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T00766,a voice from the,"He’s Councillor McGinty, young man, I’m sorry, Councillor. I’m strange to the ways of the place. But I was advised to see you.",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T00768,McMurdo,"Well, it’s early days. If your heart is as big as your body, and your soul as fine as your face, then I’d ask for nothing better, If your heart is as big as your body, and your soul as fine as your face, then I’d ask for nothing better, By Gar! you’ve got an Irish tongue in your head anyhow,",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T00770,McMurdo,"Sure, And you were told to see me?",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T00774,he,"Oh, it’s like that, is it? I’ll have to look a bit closer into this, Mister—",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T00777,he,"See here, my joker, if I thought you were playing any game on us, it would be short work for you.",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T00780,McGinty,"Ay, but it’s just that same that you have to prove, and God help you if you fail! Where were you made?",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T00803,he,You wouldn’t squeal on a fellow? I’ll wipe my hand across your face if you say such words to me!,high,Project Gutenberg #3289 - The Valley of Fear
VOF_T00804,McMurdo meekly,"You are right, Councillor, I should apologize. I spoke without thought. Well, I know that I am safe in your hands. Look at that clipping.",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T00815,he,"Those never passed the Philadelphia mint, You don’t say!",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T00826,he,"So, you got here first, did you? I’ve a word to say to you, Councillor, about this man.",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T00827,McMurdo,"Then say it here and now before my face, I’ll say it at my own time, in my own way.",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T00828,McGinty,"Tut! Tut! This will never do. We have a new brother here, Baldwin, and it’s not for us to greet him in such fashion. Hold out your hand, man, and make it up!",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T00829,Baldwin in a fury,"Never! I’ve offered to fight him if he thinks I have wronged him,",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T00833,Baldwin,"Is she? As between two brothers of the lodge I should say that she was,",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T00835,McGinty,"Yes, it is, Ted Baldwin, Is it you that would dispute it?",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T00838,McGinty,"You’ve been asking for it this many a day, Ted Baldwin—now you’ve got it! Maybe you think if I was voted down from Bodymaster you would find yourself in my shoes. It’s for the lodge to say that. But so long as I am the chief I’ll have no man lift his voice against me or my rulings.",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T00840,the other,"Well, then, we are all good friends again and there’s an end of the matter.",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T00843,Baldwin,"The clouds are heavy, But they will forever brighten.",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T00845,McGinty,"There! That’s the end of the black blood. You come under lodge discipline if it goes further, and that’s a heavy hand in these parts, as Brother Baldwin knows—and as you will damn soon find out, Brother McMurdo, if you ask for trouble!",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T00851,the police officer,"A straight whisky; for the night is bitter, I don’t think we have met before, Councillor?",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T00852,McGinty,"You’ll be the new captain? That’s so. We’re looking to you, Councillor, and to the other leading citizens, to help us in upholding law and order in this township. Captain Marvin is my name.",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T00853,McGinty,"We’d do better without you, Captain Marvin, for we have our own police of the township, and no need for any imported goods. What are you but the paid tool of the capitalists, hired by them to club or shoot your poorer fellow citizen?",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T00854,the police officer,"Well, well, we won’t argue about that, I expect we all do our duty same as we see it; but we can’t all see it the same.",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T00857,he,"I was never a friend to you nor any other cursed copper in my life, An acquaintance isn’t always a friend,",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T00859,he,"I’m not denying it, D’ye think I’m ashamed of my own name?",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T00869,McMurdo in no very,"Well, I suppose you mean well, and I do thank you, It’s mum with me so long as I see you living on the straight,",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T00871,of making what they,a clean job.,high,Project Gutenberg #3289 - The Valley of Fear
VOF_T00872,he,"The Bodymaster orders that he shall be trussed, blinded, and entered, John McMurdo,",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T00875,the voice,"Dark nights are unpleasant, Yes, for strangers to travel,",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T00884,the voice,"He is of stout heart, Can you bear pain?",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T00887,he,"I can take more than that, One last word, Brother McMurdo,",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T00889,McMurdo,"I am, And you accept the rule of the Bodymaster for the time being under all circumstances?",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T00892,one,"We’ve all had it, but not all as brave as you over it.",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T00893,he,"Tut! It was nothing, The first business on the agenda paper,",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T00898,the volunteer,"I’ve no pistol, It’s your first, is it not? Well, you have to be blooded some time. It will be a great start for you. As to the pistol, you’ll find it waiting for you, or I’m mistaken. If you report yourselves on Monday, it will be time enough. You’ll get a great welcome when you return.",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T00899,Cormac,Any reward this time? Tiger.,high,Project Gutenberg #3289 - The Valley of Fear
VOF_T00901,you,"What has the man done? Sure, it’s not for the likes of you to ask what the man has done. He has been judged over there. That’s no business of ours. All we have to do is to carry it out for them, same as they would for us. Speaking of that, two brothers from the Merton lodge are coming over to us next week to do some business in this quarter.",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T00902,someone,"Who are they? Faith, it is wiser not to ask. If you know nothing, you can testify nothing, and no trouble can come of it. But they are men who will make a clean job when they are about it.",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T00903,Ted Baldwin,"And time, too! Folk are gettin’ out of hand in these parts. It was only last week that three of our men were turned off by Foreman Blaker. It’s been owing him a long time, and he’ll get it full and proper.",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T00905,the man with a,"The business end of a buckshot cartridge! What think you of our ways, Brother?",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T00906,he,"I like it well, ’Tis a proper place for a lad of mettle.",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T00907,the black-maned Bodymaster from,"What’s that? ’Tis our new brother, sir, who finds our ways to his taste.",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T00909,the secretary,"I would move, that Brother McMurdo should wait until it is the good pleasure of the lodge to employ him.",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T00910,McMurdo,"Sure, that was what I meant; I’m in your hands, Your time will come, Brother,",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T00916,the treasurer,"The funds are good at the moment, The firms have been generous of late. Max Linder & Co. paid five hundred to be left alone. Walker Brothers sent in a hundred; but I took it on myself to return it and ask for five. If I do not hear by Wednesday, their winding gear may get out of order. We had to burn their breaker last year before they became reasonable. Then the West Section Coaling Company has paid its annual contribution. We have enough on hand to meet any obligations.",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T00917,a brother,What about Archie Swindon? He has sold out and left the district. The old devil left a note for us to say that he had rather be a free crossing sweeper in New York than a large mine owner under the power of a ring of blackmailers. By Gar! it was as well that he made a break for it before the note reached us! I guess he won’t show his face in this valley again.,high,Project Gutenberg #3289 - The Valley of Fear
VOF_T00919,he,may I ask who has bought the property of this man that we have driven out of the district?,high,Project Gutenberg #3289 - The Valley of Fear
VOF_T00925,the chairman,"I don’t see, Brother Morris, that it matters to us who buys them, since they can’t carry them out of the district.",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T00928,the speaker,that we go easier upon the small men. On the day that they have all been driven out the power of this society will have been broken.,high,Project Gutenberg #3289 - The Valley of Fear
VOF_T00929,he,"Brother Morris, you were always a croaker. So long as the members of this lodge stand together there is no power in the United States that can touch them. Sure, have we not tried it often enough in the lawcourts? I expect the big companies will find it easier to pay than to fight, same as the little companies do. And now, Brethren,",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T00933,he,"Boys, there’s one man in this town that wants trimming up, and it’s for you to see that he gets it. I’m speaking of James Stanger of the Herald. You’ve seen how he’s been opening his mouth against us again?",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T00934,the chairman,"‘Law and Order!’ That’s how he heads it. ‘Reign of Terror in the Coal and Iron District. Twelve years have now elapsed since the first assassinations which proved the existence of a criminal organization in our midst. From that day these outrages have never ceased, until now they have reached a pitch which makes us the opprobrium of the civilized world. Is it for such results as this that our great country welcomes to its bosom the alien who flies from the despotisms of Europe? Is it that they shall themselves become tyrants over the very men who have given them shelter, and that a state of terrorism and lawlessness should be established under the very shadow of the sacred folds of the starry Flag of Freedom which would raise horror in our minds if we read of it as existing under the most effete monarchy of the East? The men are known. The organization is patent and public. How long are we to endure it? Can we forever live—’ Sure, I’ve read enough of the slush! That’s what he says of us. The question I’m asking you is what shall we say to him?",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T00935,a dozen fierce voices,"Kill him! I protest against that,",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T00937,McGinty,"And how would they bring about our destruction, Mr. Standback? Is it by the police? Sure, half of them are in our pay and half of them afraid of us. Or is it by the law courts and the judge? Haven’t we tried that before now, and what ever came of it?",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T00944,the young man,Sure! How many will you take?,high,Project Gutenberg #3289 - The Valley of Fear
VOF_T00949,Baldwin to McMurdo,"Here, you, you can stand below at the door and see that the road is kept open for us. Arthur Willaby can stay with you. You others come with me. Have no fears, boys; for we have a dozen witnesses that we are in the Union Bar at this very moment.",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T00950,he,"You’ll kill the man, Drop it!",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T00955,one of the men,"It’s truth he says, By Gar! you’d best hurry yourselves!",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T00958,the older man,"I wanted to have a word with you, Mr. McMurdo, It was kind of you to come.",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T00962,Morris with vehemence,"No, no, not always, Whatever we say, even what we think, seems to go back to that man McGinty.",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T00963,McMurdo,"Look here! It was only last night, as you know well, that I swore good faith to our Bodymaster. Would you be asking me to break my oath?",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T00964,Morris,"If that is the view you take, I can only say that I am sorry I gave you the trouble to come and meet me. Things have come to a bad pass when two free citizens cannot speak their thoughts to each other.",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T00965,he,"Sure I spoke for myself only, I am a newcomer, as you know, and I am strange to it all. It is not for me to open my mouth, Mr. Morris, and if you think well to say anything to me I am here to hear it.",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T00966,Morris bitterly,"And to take it back to Boss McGinty! Indeed, then, you do me injustice there,",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T00968,Morris,"I have given up looking for either the one or the other, I may be putting my very life in your hands by what I say; but, bad as you are—and it seemed to me last night that you were shaping to be as bad as the worst—still you are new to it, and your conscience cannot yet be as hardened as theirs. That was why I thought to speak with you.",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T00974,Morris,Call it crime! You have seen little of it if you can call it anything else. Was it crime last night when a man old enough to be your father was beaten till the blood dripped from his white hairs? Was that crime—or what else would you call it?,high,Project Gutenberg #3289 - The Valley of Fear
VOF_T00975,McMurdo,"There are some would say it was war, a war of two classes with all in, so that each struck as best it could.",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T00979,he,"You were too soft for the job, You are the wrong sort for such work.",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T00981,McMurdo abruptly,What would you do? You would not inform?,high,Project Gutenberg #3289 - The Valley of Fear
VOF_T00982,Morris,"God forbid! Sure, the very thought would cost me my life.",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T00983,McMurdo,"That’s well, I’m thinking that you are a weak man and that you make too much of the matter.",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T00985,McMurdo,"Well, I’ll let you know what I think when I have seen more, What is very clear is that you are not the man for the place, and that the sooner you sell out—if you only get a dime a dollar for what the business is worth—the better it will be for you. What you have said is safe with me; but, by Gar! if I thought you were an informer—",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T00986,Morris,"No, no! Well, let it rest at that. I’ll bear what you have said in mind, and maybe some day I’ll come back to it. I expect you meant kindly by speaking to me like this. Now I’ll be getting home.",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T00987,Morris,"One word before you go, We may have been seen together. They may want to know what we have spoken about.",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T00998,the other,to those that are loyal and go through with it and are a help to the lodge. What were you speaking to Brother Morris about on Miller Hill this morning?,high,Project Gutenberg #3289 - The Valley of Fear
VOF_T01007,McMurdo,"It may be enough for most folk; but it ain’t enough for me, Councillor, If you are a judge of men, you’ll know that.",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T01008,he,"You’re a queer card, for sure, Well, if you want reasons, I’ll give them. Did Morris say nothing to you against the lodge?",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T01015,McGinty,"Well, that’s enough, I came down to give you a word in season, and you’ve had it.",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T01016,McMurdo,"I’d like to know, how you ever came to learn that I had spoken with Morris at all?",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T01017,he,"It’s my business to know what goes on in this township, I guess you’d best reckon on my hearing all that passes. Well, time’s up, and I’ll just say—",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T01018,he,"I thought you’d be getting into trouble, Mr. Crooked McMurdo of Chicago, Can’t keep out of it, can you? Take your hat and come along with us.",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T01019,McGinty,"I guess you’ll pay for this, Captain Marvin, Who are you, I’d like to know, to break into a house in this fashion and molest honest, law-abiding men?",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T01020,the police captain,"You’re standing out in this deal, Councillor McGinty, We are not out after you, but after this man McMurdo. It is for you to help, not to hinder us in our duty.",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T01021,the Boss,"He is a friend of mine, and I’ll answer for his conduct, By all accounts, Mr. McGinty, you may have to answer for your own conduct some of these days,",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T01023,McMurdo,"There’s my pistol, Maybe, Captain Marvin, if you and I were alone and face to face you would not take me so easily.",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T01024,McGinty,"Where’s your warrant? By Gar! a man might as well live in Russia as in Vermissa while folk like you are running the police. It’s a capitalist outrage, and you’ll hear more of it, I reckon.",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T01026,McMurdo,What am I accused of? Of being concerned in the beating of old Editor Stanger at the Herald office. It wasn’t your fault that it isn’t a murder charge.,high,Project Gutenberg #3289 - The Valley of Fear
VOF_T01027,McGinty,"Well, if that’s all you have against him, you can save yourself a deal of trouble by dropping it right now. This man was with me in my saloon playing poker up to midnight, and I can bring a dozen to prove it.",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T01030,McMurdo,"All right, I’ll bid you good-bye,",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T01037,the oldsters to one,"He’ll be the boy for the clean job, It’s you!",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T01050,she,why will you not show me the letter?,high,Project Gutenberg #3289 - The Valley of Fear
VOF_T01051,he,"I’ll tell you, acushla, I’m under oath not to show it, and just as I wouldn’t break my word to you so I would keep it to those who hold my promise. It’s the business of the lodge, and even to you it’s secret. And if I was scared when a hand fell on me, can’t you understand it when it might have been the hand of a detective?",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T01063,he,"Sure, it is the second time I have heard the valley so named, The shadow does indeed seem to lie heavy on some of you.",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T01073,Scanlan,"Sure, we are all in it together, That’s true enough, and we’ll talk till the cows come home of the killing of Charlie Williams or of Simon Bird, or any other job in the past. But till the work is done we say nothing.",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T01074,McMurdo,"There are half a dozen about here that I have a word to say to, I suppose it isn’t Jack Knox of Ironhill that you are after. I’d go some way to see him get his deserts.",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T01079,present at what they,the fun.,high,Project Gutenberg #3289 - The Valley of Fear
VOF_T01085,he,"See here, my lad, I’ve got a job that’s worthy of you at last. You’ll have the doing of it in your own hands.",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T01103,McGinty,"Very good, I leave it with you. It will be a great day when you bring us the news. It’s just the last stroke that will bring them all to their knees.",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T01104,McMurdo,"Leave him to me, He’s my man, and I’ll get him sure if I have to wait a year for him.",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T01111,he,"That’s the physic for the likes of you, Now let me hear of it.",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T01112,he,"I can tell it to you all in one sentence, There’s a detective on our trail.",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T01135,he,"I’ve got him. What a fool I was not to know it. Lord! but we’re in luck! We will fix him before he can do any harm. See here, Morris, will you leave this thing in my hands?",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T01143,McMurdo,"Self-protection is no murder, anyhow, It’s him or us. I guess this man would destroy us all if we left him long in the valley. Why, Brother Morris, we’ll have to elect you Bodymaster yet; for you’ve surely saved the lodge.",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T01159,the chairman,"Indeed, it’s glad we are to see you, Brother! There’s business here that wants a Solomon in judgment to set it right.",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T01160,his neighbour as he,"It’s Lander and Egan, They both claim the head money given by the lodge for the shooting of old man Crabbe over at Stylestown, and who’s to say which fired the bullet?",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T01163,McGinty,"Brother McMurdo claims urgency, It’s a claim that by the rules of this lodge takes precedence. Now Brother, we attend you.",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T01165,he,"I am the bearer of ill news this day; but it is better that it should be known and discussed, than that a blow should fall upon us without warning which would destroy us all. I have information that the most powerful and richest organizations in this state have bound themselves together for our destruction, and that at this very moment there is a Pinkerton detective, one Birdy Edwards, at work in the valley collecting the evidence which may put a rope round the necks of many of us, and send every man in this room into a felon’s cell. That is the situation for the discussion of which I have made a claim of urgency.",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T01168,one of the older,"Let me say, Mr. Chairman, that I have heard of Birdy Edwards, and that he has the name of being the best man in the Pinkerton service.",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T01169,McGinty,"Does anyone know him by sight? Yes,",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T01178,McMurdo,"Eminent Bodymaster, I would put it to you that this is too vital a thing for us to discuss in open lodge. God forbid that I should throw a doubt on anyone here; but if so much as a word of gossip got to the ears of this man, there would be an end of any chance of our getting him. I would ask the lodge to choose a trusty committee, Mr. Chairman—yourself, if I might suggest it, and Brother Baldwin here, and five more. Then I can talk freely of what I know and of what I advise should be done.",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T01187,McGinty,"By Gar! I believe you are right, But what do you allow that we should do about it?",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T01190,McMurdo,"I’d start this next minute if I knew where we could find him, He’s in Hobson’s Patch; but I don’t know the house. I’ve got a plan, though, if you’ll only take my advice.",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T01199,McGinty,"There’s not a weak man in the lodge, True as steel, every man of them. And yet, by the Lord! there is that skunk Morris. What about him? If any man gives us away, it would be he. I’ve a mind to send a couple of the boys round before evening to give him a beating up and see what they can get from him.",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T01202,McGinty with an oath,I’ll fix the old devil! I’ve had my eye on him this year past.,high,Project Gutenberg #3289 - The Valley of Fear
VOF_T01205,McGinty,"True for you, And we’ll learn from Birdy Edwards himself where he got his news if we have to cut his heart out first. Did he seem to scent a trap?",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T01211,McGinty grimly,"Faith, he’s right there, Didn’t he ask you why you didn’t bring him the papers?",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T01213,McGinty,"Ay, I heard of that, I guess the heavy end of this business is coming on to you. We could put him down an old shaft when we’ve done with him; but however we work it we can’t get past the man living at Hobson’s Patch and you being there to-day.",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T01214,he,"If we handle it right, they can never prove the killing, No one can see him come to the house after dark, and I’ll lay to it that no one will see him go. Now see here, Councillor, I’ll show you my plan and I’ll ask you to fit the others into it. You will all come in good time. Very well. He comes at ten. He is to tap three times, and me to open the door for him. Then I’ll get behind him and shut it. He’s our man then.",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T01221,McGinty,"It’s a good plan, The lodge will owe you a debt for this. I guess when I move out of the chair I can put a name to the man that’s coming after me.",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T01222,McMurdo,"Sure, Councillor, I am little more than a recruit, And if I were you, Mike Scanlan, I would take a night off and keep clear of it. There will be bloody work here before morning.",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T01225,he,"That will do, Ay,",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T01230,the secretary,"Maybe he won’t come. Maybe he’ll get a sniff of danger, He’ll come, never fear,",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T01237,Boss McGinty at last,Well! Is he here? Is Birdy Edwards here?,high,Project Gutenberg #3289 - The Valley of Fear
VOF_T01248,he,"I’ve had bad news—terrible news, Mr. Holmes, I feared as much,",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T01254,Holmes,"Ha! It came like that, did it? Well, I’ve no doubt it was well stage-managed.",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T01260,Holmes,"No, no, my good sir, There is a master hand here. It is no case of sawed-off shotguns and clumsy six-shooters. You can tell an old master by the sweep of his brush. I can tell a Moriarty when I see one. This crime is from London, not from America.",high,Project Gutenberg #3289 - The Valley of Fear
VOF_T01266,Holmes,"No, I don’t say that, I don’t say that he can’t be beat. But you must give me time—you must give me time!",high,Project Gutenberg #3289 - The Valley of Fear
