text_id,turn_id,speaker,dialogue_text,context_before,matched_dialogue,context_after
VOF,VOF_T00493,the London inspector,"Well, Mr. Holmes, if this is true, we only tumble out of one mystery into another, And in some ways a worse one,"," is your end of the story. My end is that the crime was committed half an hour earlier than reported; that Mrs. Douglas and Barker are both in a conspiracy to conceal something; that they aided the murderer’s escape—or at least that they reached the room before he escaped—and that they fabricated evidence of his escape through the window, whereas in all probability they had themselves let him go by lowering the bridge. That’s my reading of the first half.” The two detectives shook their heads. “","Well, Mr. Holmes, if this is true, we only tumble out of one mystery into"," another,” said the London inspector. “And in some ways a worse one,” added White Mason. “The lady has never been in America in all her life. What possible connection could she have with an American assassin which would cause her to shelter him?” “I freely admit the difficulties,” said Holmes. “I propose to make a little investigation of my own to-night, and it is just possible that it may contribute something to the common cause.” “Can we help you, Mr. Holmes?” “No, no! Darkness and Dr. Watson’"
VOF,VOF_T00495,Holmes,"I freely admit the difficulties, I propose to make a little investigation of my own to-night, and it is just possible that it may contribute something to the common cause.",,,
VOF,VOF_T00499,I,have you found anything out?,"the faithful Ames, no doubt he will stretch a point for me. All my lines of thought lead me back invariably to the one basic question—why should an athletic man develop his frame upon so unnatural an instrument as a single dumb-bell?” It was late that night when Holmes returned from his solitary excursion. We slept in a double-bedded room, which was the best that the little country inn could do for us. I was already asleep when I was partly awakened by his entrance. “Well, Holmes,” I murmured, “",have you found anything out?,"” He stood beside me in silence, his candle in his hand. Then the tall, lean figure inclined towards me. “I say, Watson,” he whispered, “would you be afraid to sleep in the same room with a lunatic, a man with softening of the brain, an idiot whose mind has lost its grip?” [Illustration: “Watson, would you be afraid to sleep in the same room with a lunatic.”] “Not in the least,” I answered in astonishment. “Ah, that’s lucky,” he said, and not another word would he utter that night. Chapter VII T"
VOF,VOF_T00501,he,"would you be afraid to sleep in the same room with a lunatic, a man with softening of the brain, an idiot whose mind has lost its grip?","lop his frame upon so unnatural an instrument as a single dumb-bell?” It was late that night when Holmes returned from his solitary excursion. We slept in a double-bedded room, which was the best that the little country inn could do for us. I was already asleep when I was partly awakened by his entrance. “Well, Holmes,” I murmured, “have you found anything out?” He stood beside me in silence, his candle in his hand. Then the tall, lean figure inclined towards me. “I say, Watson,” he whispered, “","would you be afraid to sleep in the same room with a lunatic, a man with softening of the brain, an idiot whose mind has lost its grip?","” [Illustration: “Watson, would you be afraid to sleep in the same room with a lunatic.”] “Not in the least,” I answered in astonishment. “Ah, that’s lucky,” he said, and not another word would he utter that night. Chapter VII The Solution Next morning, after breakfast, we found Inspector MacDonald and White Mason seated in close consultation in the small parlour of the local police sergeant. On the table in front of them were piled a number of letters and telegrams, which they were carefully so"
VOF,VOF_T00508,Holmes,"Dear me! Now, Mr. Mac and you, Mr. White Mason, I wish to give you a very earnest piece of advice. When I went into this case with you I bargained, as you will no doubt remember, that I should not present you with half-proved theories, but that I should retain and work out my own ideas until I had satisfied myself that they were correct. For this reason I am not at the present moment telling you all that is in my mind. On the other hand, I said that I would play the game fairly by you, and I do not think it is a fair game to allow you for one unnecessary moment to waste your energies upon a profitless task. Therefore I am here to advise you this morning, and my advice to you is summed up in three words—abandon the case.",,,
VOF,VOF_T00509,the inspector,You consider it hopeless! I consider your case to be hopeless. I do not consider that it is hopeless to arrive at the truth.,,,
VOF,VOF_T00523,the detective,"I’m the first to admit that, You get to your point, I admit; but you have such a deuced round-the-corner way of doing it.",,,
VOF,VOF_T00531,the inspector,"Well, we’re bound to take you on your own terms, but when it comes to telling us to abandon the case—why in the name of goodness should we abandon the case?","that, Mr. Mac, as I am informed. The room was in its normal state, and in it I passed an instructive quarter of an hour.” “What were you doing?” “Well, not to make a mystery of so simple a matter, I was looking for the missing dumb-bell. It has always bulked rather large in my estimate of the case. I ended by finding it.” “Where?” “Ah, there we come to the edge of the unexplored. Let me go a little further, a very little further, and I will promise that you shall share everything that I know.” “","Well, we’re bound to take you on your own terms,","” said the inspector; “but when it comes to telling us to abandon the case—why in the name of goodness should we abandon the case?” “For the simple reason, my dear Mr. Mac, that you have not got the first idea what it is that you are investigating.” “We are investigating the murder of Mr. John Douglas of Birlstone Manor.” “Yes, yes, so you are. But don’t trouble to trace the mysterious gentleman upon the bicycle. I assure you that it won’t help you.” “Then what do you suggest that we do?” “I wil"
VOF,VOF_T00540,Holmes,"Capital! Well, then, I should recommend a nice, cheery country walk for both of you. They tell me that the views from Birlstone Ridge over the Weald are very remarkable. No doubt lunch could be got at some suitable hostelry; though my ignorance of the country prevents me from recommending one. In the evening, tired but happy—",,,
VOF,VOF_T00541,MacDonald,"Man, this is getting past a joke! Well, well, spend the day as you like,",,,
VOF,VOF_T00547,the inspector,"It’s impossible, I’ve made inquiry.",,,
VOF,VOF_T00553,my friend,"Well, gentlemen, I am asking you now to put everything to the test with me, and you will judge for yourselves whether the observations I have made justify the conclusions to which I have come. It is a chill evening, and I do not know how long our expedition may last; so I beg that you will wear your warmest coats. It is of the first importance that we should be in our places before it grows dark; so with your permission we shall get started at once.",,,
VOF,VOF_T00554,MacDonald,"Well, what are we to do now? Possess our souls in patience and make as little noise as possible,",,,
VOF,VOF_T00556,he,"Watson insists that I am the dramatist in real life, Some touch of the artist wells up within me, and calls insistently for a well-staged performance. Surely our profession, Mr. Mac, would be a drab and sordid one if we did not sometimes set the scene so as to glorify our results. The blunt accusation, the brutal tap upon the shoulder—what can one make of such a denouement? But the quick inference, the subtle trap, the clever forecast of coming events, the triumphant vindication of bold theories—are these not the pride and the justification of our life’s work? At the present moment you thrill with the glamour of the situation and the anticipation of the hunt. Where would be that thrill if I had been as definite as a timetable? I only ask a little patience, Mr. Mac, and all will be clear to you.","e followed Holmes until we had reached a shrubbery which lies nearly opposite to the main door and the drawbridge. The latter had not been raised. Holmes crouched down behind the screen of laurels, and we all three followed his example. “Well, what are we to do now?” asked MacDonald with some gruffness. “Possess our souls in patience and make as little noise as possible,” Holmes answered. “What are we here for at all? I really think that you might treat us with more frankness.” Holmes laughed. “","Watson insists that I am the dramatist in real life,","” said he. “Some touch of the artist wells up within me, and calls insistently for a well-staged performance. Surely our profession, Mr. Mac, would be a drab and sordid one if we did not sometimes set the scene so as to glorify our results. The blunt accusation, the brutal tap upon the shoulder—what can one make of such a denouement? But the quick inference, the subtle trap, the clever forecast of coming events, the triumphant vindication of bold theories—are these not the pride and the justific"
VOF,VOF_T00561,Holmes,Now! Now!,,,
VOF,VOF_T00568,Holmes,"Perhaps I should have said ‘replaced it there,’ You will remember, Inspector MacDonald, that I was somewhat struck by the absence of a dumb-bell. I drew your attention to it; but with the pressure of other events you had hardly the time to give it the consideration which would have enabled you to draw deductions from it. When water is near and a weight is missing it is not a very far-fetched supposition that something has been sunk in the water. The idea was at least worth testing; so with the help of Ames, who admitted me to the room, and the crook of Dr. Watson’s umbrella, I was able last night to fish up and inspect this bundle. “It was of the first importance, however, that we should be able to prove who placed it there. This we accomplished by the very obvious device of announcing that the moat would be dried to-morrow, which had, of course, the effect that whoever had hidden the bundle would most certainly withdraw it the moment that darkness enabled him to do so. We have no less than four witnesses as to who it was who took advantage of the opportunity, and so, Mr. Barker, I think the word lies now with you.",,,
VOF,VOF_T00570,Holmes,"The clothes are commonplace, save only the overcoat, which is full of suggestive touches.",,,
VOF,VOF_T00575,the inspector,"Well, if you take that line, Mr. Barker, we must just keep you in sight until we have the warrant and can hold you.",,,
VOF,VOF_T00578,She,"Enough and more than enough, I have every sympathy with you, madam, and should strongly urge you to have some confidence in the common sense of our jurisdiction and to take the police voluntarily into your complete confidence. It may be that I am myself at fault for not following up the hint which you conveyed to me through my friend, Dr. Watson; but, at that time I had every reason to believe that you were directly concerned in the crime. Now I am assured that this is not so. At the same time, there is much that is unexplained, and I should strongly recommend that you ask Mr. Douglas to tell us his own story.",,,
VOF,VOF_T00581,She,"Indeed, yes, Mr. Douglas, I am sure that you will find it best.",,,
VOF,VOF_T00582,he,"I’ve heard of you, You are the historian of this bunch. Well, Dr. Watson, you’ve never had such a story as that pass through your hands before, and I’ll lay my last dollar on that. Tell it your own way; but there are the facts, and you can’t miss the public so long as you have those. I’ve been cooped up two days, and I’ve spent the daylight hours—as much daylight as I could get in that rat trap—in putting the thing into words. You’re welcome to them—you and your public. There’s the story of the Valley of Fear.",,,
VOF,VOF_T00583,She,"That’s the past, Mr. Douglas, What we desire now is to hear your story of the present.",,,
VOF,VOF_T00584,Douglas,"You’ll have it, sir, May I smoke as I talk? Well, thank you, Mr. Holmes. You’re a smoker yourself, if I remember right, and you’ll guess what it is to be sitting for two days with tobacco in your pocket and afraid that the smell will give you away.",,,
VOF,VOF_T00589,Holmes,"Ah, Mr. Mac, you would not read that excellent local compilation which described the concealment of King Charles. People did not hide in those days without excellent hiding places, and the hiding place that has once been used may be again. I had persuaded myself that we should find Mr. Douglas under this roof.",,,
VOF,VOF_T00590,the inspector,"And how long have you been playing this trick upon us, Mr. Holmes? How long have you allowed us to waste ourselves upon a search that you knew to be an absurd one?","ing for these two days, and where in the world have you sprung from now? You seemed to me to come out of the floor like a jack-in-a-box.” “Ah, Mr. Mac,” said Holmes, shaking a reproving forefinger, “you would not read that excellent local compilation which described the concealment of King Charles. People did not hide in those days without excellent hiding places, and the hiding place that has once been used may be again. I had persuaded myself that we should find Mr. Douglas under this roof.” “",And how long have you been playing this trick upon," us, Mr. Holmes?” said the inspector angrily. “How long have you allowed us to waste ourselves upon a search that you knew to be an absurd one?” “Not one instant, my dear Mr. Mac. Only last night did I form my views of the case. As they could not be put to the proof until this evening, I invited you and your colleague to take a holiday for the day. Pray what more could I do? When I found the suit of clothes in the moat, it at once became apparent to me that the body we had found could not have b"
VOF,VOF_T00592,Douglas,"Well, you figured it out about right, I thought I’d dodge your British law; for I was not sure how I stood under it, and also I saw my chance to throw these hounds once for all off my track. Mind you, from first to last I have done nothing to be ashamed of, and nothing that I would not do again; but you’ll judge that for yourselves when I tell you my story. Never mind warning me, Inspector: I’m ready to stand pat upon the truth. “I’m not going to begin at the beginning. That’s all there,",,,
VOF,VOF_T00599,he,"The story is not over yet, I fear, You may find worse dangers than the English law, or even than your enemies from America. I see trouble before you, Mr. Douglas. You’ll take my advice and still be on your guard.",,,
VOF,VOF_T00600,he,"Hullo, mate! You seem heeled and ready.",,,
VOF,VOF_T00601,he,"Yes, we need them sometimes in the place I come from.",,,
VOF,VOF_T00606,the workman,"You may find you need it here, Ah! is that so?",,,
VOF,VOF_T00618,the workman,"I see you speak the truth, But it’s well to make certain.",,,
VOF,VOF_T00619,the workman,"Dark nights are unpleasant, Yes, for strangers to travel,",,,
VOF,VOF_T00623,McMurdo,"I found plenty of work to do, Then why did you leave?",,,
VOF,VOF_T00630,McMurdo with the air,"It’s early days to talk of such things, I’ve my own good reasons for leaving Chicago, and let that be enough for you. Who are you that you should take it on yourself to ask such things?",,,
VOF,VOF_T00642,one,"No offense, stranger, It was a warning for your own good, seeing that you are, by your own showing, new to the place.",,,
VOF,VOF_T00643,McMurdo,"I’m new to the place; but I’m not new to you and your kind! I guess you’re the same in all places, shoving your advice in when nobody asks for it.","k me such a sucker that I couldn’t move without it? You speak when you are spoken to, and by the Lord you’d have to wait a long time if it was me!” He thrust out his face and grinned at the patrolmen like a snarling dog. The two policemen, heavy, good-natured men, were taken aback by the extraordinary vehemence with which their friendly advances had been rejected. “No offense, stranger,” said one. “It was a warning for your own good, seeing that you are, by your own showing, new to the place.” “",I’m new to the place; but I’m not new to," you and your kind!” cried McMurdo in cold fury. “I guess you’re the same in all places, shoving your advice in when nobody asks for it.” “Maybe we’ll see more of you before very long,” said one of the patrolmen with a grin. “You’re a real hand-picked one, if I am a judge.” “I was thinking the same,” remarked the other. “I guess we may meet again.” “I’m not afraid of you, and don’t you think it!” cried McMurdo. “My name’s Jack McMurdo—see? If you want me, you’ll find me at Jacob Shafter’s on She"
VOF,VOF_T00644,one of the patrolmen,"Maybe we’ll see more of you before very long, You’re a real hand-picked one, if I am a judge.",,,
VOF,VOF_T00645,the other,"I was thinking the same, I guess we may meet again.",,,
VOF,VOF_T00646,McMurdo,"I’m not afraid of you, and don’t you think it! My name’s Jack McMurdo—see? If you want me, you’ll find me at Jacob Shafter’s on Sheridan Street, Vermissa; so I’m not hiding from you, am I? Day or night I dare to look the like of you in the face—don’t make any mistake about that!","aid one. “It was a warning for your own good, seeing that you are, by your own showing, new to the place.” “I’m new to the place; but I’m not new to you and your kind!” cried McMurdo in cold fury. “I guess you’re the same in all places, shoving your advice in when nobody asks for it.” “Maybe we’ll see more of you before very long,” said one of the patrolmen with a grin. “You’re a real hand-picked one, if I am a judge.” “I was thinking the same,” remarked the other. “I guess we may meet again.” “","I’m not afraid of you, and don’t you think it!","” cried McMurdo. “My name’s Jack McMurdo—see? If you want me, you’ll find me at Jacob Shafter’s on Sheridan Street, Vermissa; so I’m not hiding from you, am I? Day or night I dare to look the like of you in the face—don’t make any mistake about that!” There was a murmur of sympathy and admiration from the miners at the dauntless demeanour of the newcomer, while the two policemen shrugged their shoulders and renewed a conversation between themselves. A few minutes later the train ran into the ill"
VOF,VOF_T00650,the guide,"That’s the Union House, Jack McGinty is the boss there.",,,
VOF,VOF_T00661,the miner,"Hush, on your life! Man, you won’t live long in these parts if you speak in the open street like that. Many a man has had the life beaten out of him for less.",,,
VOF,VOF_T00665,McMurdo,"I thank you, I thought it was father,",,,
VOF,VOF_T00669,she,"You are quick to make up your mind, Anyone but a blind man could do as much,",,,
VOF,VOF_T00674,he,"Say, McMurdo, I remembered your address, so I made bold to call. I’m surprised that you’ve not reported to the Bodymaster. Why haven’t you seen Boss McGinty yet?",,,
VOF,VOF_T00688,he,"You go and see him, my lad, It’s not the police but you that he’ll hate if you don’t! Now, take a friend’s advice and go at once!",,,
VOF,VOF_T00689,he,"It seems to me, mister, that you are gettin’ set on my Ettie. Ain’t that so, or am I wrong?",,,
VOF,VOF_T00701,he,"The Scowrers, are the Eminent Order of Freemen!",,,
VOF,VOF_T00710,McMurdo,"See here! I want you to take back what you’ve said, or else make it good. One or the other you must do before I quit this room. Put yourself in my place. Here am I, a stranger in the town. I belong to a society that I know only as an innocent one. You’ll find it through the length and breadth of the States, but always as an innocent one. Now, when I am counting upon joining it here, you tell me that it is the same as a murder society called the Scowrers. I guess you owe me either an apology or else an explanation, Mr. Shafter.",,,
VOF,VOF_T00712,McMurdo,"That’s just gossip—I want proof! If you live here long you vill get your proof. But I forget that you are yourself one of them. You vill soon be as bad as the rest. But you vill find other lodgings, mister. I cannot have you here. Is it not bad enough that one of these people come courting my Ettie, and that I dare not turn him down, but that I should have another for my boarder? Yes, indeed, you shall not sleep here after to-night!",,,
VOF,VOF_T00715,the girl,"Oh, hush, Mr. McMurdo, don’t speak so! I have told you, have I not, that you are too late? There is another, and if I have not promised to marry him at once, at least I can promise no one else.",,,
VOF,VOF_T00732,McMurdo,"No, I don’t know them, and I don’t fear them, and I don’t believe in them! I’ve lived among rough men, my darling, and instead of fearing them it has always ended that they have feared me—always, Ettie. It’s mad on the face of it! If these men, as your father says, have done crime after crime in the valley, and if everyone knows them by name, how comes it that none are brought to justice? You answer me that, Ettie!",",” he said. “I’ll hold you against the world, Ettie, right here where we are!” “Why should we not leave together?” “No, Ettie, I can’t leave here.” “But why?” “I’d never hold my head up again if I felt that I had been driven out. Besides, what is there to be afraid of? Are we not free folks in a free country? If you love me, and I you, who will dare to come between?” “You don’t know, Jack. You’ve been here too short a time. You don’t know this Baldwin. You don’t know McGinty and his Scowrers.” “","No, I don’t know them, and I don’t fear them, and I don’t believe in"," them!” said McMurdo. “I’ve lived among rough men, my darling, and instead of fearing them it has always ended that they have feared me—always, Ettie. It’s mad on the face of it! If these men, as your father says, have done crime after crime in the valley, and if everyone knows them by name, how comes it that none are brought to justice? You answer me that, Ettie!” “Because no witness dares to appear against them. He would not live a month if he did. Also because they have always their own men t"
VOF,VOF_T00741,she,"I’m glad to see you, Mr. Baldwin, You’re earlier than I had thought. Come and sit down.",,,
VOF,VOF_T00744,Baldwin,Maybe Miss Ettie has told you how it is with us? I didn’t understand that there was any relation between you.,"es and a curved hawk-bill of a nose looked savagely at the pair who sat by the stove. Ettie had jumped to her feet full of confusion and alarm. “I’m glad to see you, Mr. Baldwin,” said she. “You’re earlier than I had thought. Come and sit down.” Baldwin stood with his hands on his hips looking at McMurdo. “Who is this?” he asked curtly. “It’s a friend of mine, Mr. Baldwin, a new boarder here. Mr. McMurdo, may I introduce you to Mr. Baldwin?” The young men nodded in surly fashion to each other. “",Maybe Miss Ettie has told you how it is with," us?” said Baldwin. “I didn’t understand that there was any relation between you.” “Didn’t you? Well, you can understand it now. You can take it from me that this young lady is mine, and you’ll find it a very fine evening for a walk.” “Thank you, I am in no humour for a walk.” “Aren’t you?” The man’s savage eyes were blazing with anger. “Maybe you are in a humour for a fight, Mr. Boarder!” “That I am!” cried McMurdo, springing to his feet. “You never said a more welcome word.” “For God’s sake, J"
VOF,VOF_T00749,McMurdo,That I am! You never said a more welcome word.,,,
VOF,VOF_T00750,poor,"For God’s sake, Jack! Oh, for God’s sake! Oh, Jack, Jack, he will hurt you!",,,
VOF,VOF_T00751,Baldwin,"Oh, it’s Jack, is it? You’ve come to that already, have you?",,,
VOF,VOF_T00753,McMurdo,"I think, Ettie, that if you were to leave us alone we could get this thing settled, Or maybe, Mr. Baldwin, you will take a turn down the street with me. It’s a fine evening, and there’s some open ground beyond the next block.","?” The man’s savage eyes were blazing with anger. “Maybe you are in a humour for a fight, Mr. Boarder!” “That I am!” cried McMurdo, springing to his feet. “You never said a more welcome word.” “For God’s sake, Jack! Oh, for God’s sake!” cried poor, distracted Ettie. “Oh, Jack, Jack, he will hurt you!” “Oh, it’s Jack, is it?” said Baldwin with an oath. “You’ve come to that already, have you?” “Oh, Ted, be reasonable—be kind! For my sake, Ted, if ever you loved me, be big-hearted and forgiving!” “","I think, Ettie, that if you were to leave us alone we could get this"," thing settled,” said McMurdo quietly. “Or maybe, Mr. Baldwin, you will take a turn down the street with me. It’s a fine evening, and there’s some open ground beyond the next block.” “I’ll get even with you without needing to dirty my hands,” said his enemy. “You’ll wish you had never set foot in this house before I am through with you!” “No time like the present,” cried McMurdo. “I’ll choose my own time, mister. You can leave the time to me. See here!” He suddenly rolled up his sleeve and showe"
VOF,VOF_T00754,his enemy,"I’ll get even with you without needing to dirty my hands, You’ll wish you had never set foot in this house before I am through with you!","tracted Ettie. “Oh, Jack, Jack, he will hurt you!” “Oh, it’s Jack, is it?” said Baldwin with an oath. “You’ve come to that already, have you?” “Oh, Ted, be reasonable—be kind! For my sake, Ted, if ever you loved me, be big-hearted and forgiving!” “I think, Ettie, that if you were to leave us alone we could get this thing settled,” said McMurdo quietly. “Or maybe, Mr. Baldwin, you will take a turn down the street with me. It’s a fine evening, and there’s some open ground beyond the next block.” “",I’ll get even with you without needing to dirty my," hands,” said his enemy. “You’ll wish you had never set foot in this house before I am through with you!” “No time like the present,” cried McMurdo. “I’ll choose my own time, mister. You can leave the time to me. See here!” He suddenly rolled up his sleeve and showed upon his forearm a peculiar sign which appeared to have been branded there. It was a circle with a triangle within it. “D’you know what that means?” “I neither know nor care!” “Well, you will know, I’ll promise you that. You won’t b"
VOF,VOF_T00755,McMurdo,"No time like the present, I’ll choose my own time, mister. You can leave the time to me. See here!",,,
VOF,VOF_T00762,McMurdo,"I was thinking the same thing, I’ll go right now and fix it. You can tell your father that I’ll sleep here to-night and find some other quarters in the morning.",,,
VOF,VOF_T00768,McMurdo,"Well, it’s early days. If your heart is as big as your body, and your soul as fine as your face, then I’d ask for nothing better, If your heart is as big as your body, and your soul as fine as your face, then I’d ask for nothing better, By Gar! you’ve got an Irish tongue in your head anyhow,","ger’s bold gray eyes looked back fearlessly through their glasses at the deadly black ones which turned sharply upon him. “Well, young man, I can’t call your face to mind.” “I’m new here, Mr. McGinty.” “You are not so new that you can’t give a gentleman his proper title.” “He’s Councillor McGinty, young man,” said a voice from the group. “I’m sorry, Councillor. I’m strange to the ways of the place. But I was advised to see you.” “Well, you see me. This is all there is. What d’you think of me?” “","Well, it’s early days. If your heart is as big as your body, and your soul as fine as your"," face, then I’d ask for nothing better,” said McMurdo. [Illustration: “If your heart is as big as your body, and your soul as fine as your face, then I’d ask for nothing better,” said McMurdo.] “By Gar! you’ve got an Irish tongue in your head anyhow,” cried the saloon-keeper, not quite certain whether to humour this audacious visitor or to stand upon his dignity. “So you are good enough to pass my appearance?” “Sure,” said McMurdo. “And you were told to see me?” “I was.” “And who told you?” “Bro"
VOF,VOF_T00770,McMurdo,"Sure, And you were told to see me?",,,
VOF,VOF_T00774,he,"Oh, it’s like that, is it? I’ll have to look a bit closer into this, Mister—",,,
VOF,VOF_T00777,he,"See here, my joker, if I thought you were playing any game on us, it would be short work for you.",,,
VOF,VOF_T00780,McGinty,"Ay, but it’s just that same that you have to prove, and God help you if you fail! Where were you made?","hose disquieting eyes. For a couple of minutes he sat in complete silence. McMurdo bore the inspection cheerfully, one hand in his coat pocket, the other twisting his brown moustache. Suddenly McGinty stooped and produced a wicked-looking revolver. “See here, my joker,” said he, “if I thought you were playing any game on us, it would be short work for you.” “This is a strange welcome,” McMurdo answered with some dignity, “for the Bodymaster of a lodge of Freemen to give to a stranger brother.” “","Ay, but it’s just that same that you have to"," prove,” said McGinty, “and God help you if you fail! Where were you made?” “Lodge 29, Chicago.” “When?” “June 24, 1872.” “What Bodymaster?” “James H. Scott.” “Who is your district ruler?” “Bartholomew Wilson.” “Hum! You seem glib enough in your tests. What are you doing here?” “Working, the same as you—but a poorer job.” “You have your back answer quick enough.” “Yes, I was always quick of speech.” “Are you quick of action?” “I have had that name among those that knew me best.” “Well, we may tr"
VOF,VOF_T00803,he,You wouldn’t squeal on a fellow? I’ll wipe my hand across your face if you say such words to me!,,,
VOF,VOF_T00804,McMurdo,"You are right, Councillor, I should apologize. I spoke without thought. Well, I know that I am safe in your hands. Look at that clipping.",,,
VOF,VOF_T00815,he,"Those never passed the Philadelphia mint, You don’t say!",,,
VOF,VOF_T00826,he,"So, you got here first, did you? I’ve a word to say to you, Councillor, about this man.",,,
VOF,VOF_T00827,McMurdo,"Then say it here and now before my face, I’ll say it at my own time, in my own way.",,,
VOF,VOF_T00828,McGinty,"Tut! Tut! This will never do. We have a new brother here, Baldwin, and it’s not for us to greet him in such fashion. Hold out your hand, man, and make it up!",,,
VOF,VOF_T00829,Baldwin,"Never! I’ve offered to fight him if he thinks I have wronged him,",,,
VOF,VOF_T00833,Baldwin,"Is she? As between two brothers of the lodge I should say that she was,",,,
VOF,VOF_T00835,McGinty,"Yes, it is, Ted Baldwin, Is it you that would dispute it?",,,
VOF,VOF_T00838,McGinty,"You’ve been asking for it this many a day, Ted Baldwin—now you’ve got it! Maybe you think if I was voted down from Bodymaster you would find yourself in my shoes. It’s for the lodge to say that. But so long as I am the chief I’ll have no man lift his voice against me or my rulings.","sprang at him like a tiger. His hand closed round the other’s neck, and he hurled him back across one of the barrels. In his mad fury he would have squeezed the life out of him if McMurdo had not interfered. “Easy, Councillor! For heaven’s sake, go easy!” he cried, as he dragged him back. McGinty released his hold, and Baldwin, cowed and shaken gasping for breath, and shivering in every limb, as one who has looked over the very edge of death, sat up on the barrel over which he had been hurled. “","You’ve been asking for it this many a day, Ted"," Baldwin—now you’ve got it!” cried McGinty, his huge chest rising and falling. “Maybe you think if I was voted down from Bodymaster you would find yourself in my shoes. It’s for the lodge to say that. But so long as I am the chief I’ll have no man lift his voice against me or my rulings.” “I have nothing against you,” mumbled Baldwin, feeling his throat. “Well, then,” cried the other, relapsing in a moment into a bluff joviality, “we are all good friends again and there’s an end of the matter.” "
VOF,VOF_T00840,the other,"Well, then, we are all good friends again and there’s an end of the matter.",,,
VOF,VOF_T00843,Baldwin,"The clouds are heavy, But they will forever brighten.",,,
VOF,VOF_T00845,McGinty,"There! That’s the end of the black blood. You come under lodge discipline if it goes further, and that’s a heavy hand in these parts, as Brother Baldwin knows—and as you will damn soon find out, Brother McMurdo, if you ask for trouble!",,,
VOF,VOF_T00851,the police officer,"A straight whisky; for the night is bitter, I don’t think we have met before, Councillor?",,,
VOF,VOF_T00852,McGinty,"You’ll be the new captain? That’s so. We’re looking to you, Councillor, and to the other leading citizens, to help us in upholding law and order in this township. Captain Marvin is my name.",,,
VOF,VOF_T00853,McGinty,"We’d do better without you, Captain Marvin, for we have our own police of the township, and no need for any imported goods. What are you but the paid tool of the capitalists, hired by them to club or shoot your poorer fellow citizen?",,,
VOF,VOF_T00854,the police officer,"Well, well, we won’t argue about that, I expect we all do our duty same as we see it; but we can’t all see it the same.",,,
VOF,VOF_T00857,he,"I was never a friend to you nor any other cursed copper in my life, An acquaintance isn’t always a friend,","he paid tool of the capitalists, hired by them to club or shoot your poorer fellow citizen?” “Well, well, we won’t argue about that,” said the police officer good-humouredly. “I expect we all do our duty same as we see it; but we can’t all see it the same.” He had drunk off his glass and had turned to go, when his eyes fell upon the face of Jack McMurdo, who was scowling at his elbow. “Hullo! Hullo!” he cried, looking him up and down. “Here’s an old acquaintance!” McMurdo shrank away from him. “","I was never a friend to you nor any other cursed copper in my life,","” said he. “An acquaintance isn’t always a friend,” said the police captain, grinning. “You’re Jack McMurdo of Chicago, right enough, and don’t you deny it!” McMurdo shrugged his shoulders. “I’m not denying it,” said he. “D’ye think I’m ashamed of my own name?” “You’ve got good cause to be, anyhow.” “What the devil d’you mean by that?” he roared with his fists clenched. “No, no, Jack, bluster won’t do with me. I was an officer in Chicago before ever I came to this darned coal bunker, and I know "
VOF,VOF_T00859,he,"I’m not denying it, D’ye think I’m ashamed of my own name?",,,
VOF,VOF_T00869,McMurdo,"Well, I suppose you mean well, and I do thank you, It’s mum with me so long as I see you living on the straight,","as Pinto up there.” “I never shot him.” “Did you not? That’s good impartial evidence, ain’t it? Well, his death came in uncommon handy for you, or they would have had you for shoving the queer. Well, we can let that be bygones; for, between you and me—and perhaps I’m going further than my duty in saying it—they could get no clear case against you, and Chicago’s open to you to-morrow.” “I’m very well where I am.” “Well, I’ve given you the pointer, and you’re a sulky dog not to thank me for it.” “","Well, I suppose you mean well, and I do thank"," you,” said McMurdo in no very gracious manner. “It’s mum with me so long as I see you living on the straight,” said the captain. “But, by the Lord! if you get off after this, it’s another story! So good-night to you—and good-night, Councillor.” He left the bar-room; but not before he had created a local hero. McMurdo’s deeds in far Chicago had been whispered before. He had put off all questions with a smile, as one who did not wish to have greatness thrust upon him. But now the thing was offici"
VOF,VOF_T00872,he,"The Bodymaster orders that he shall be trussed, blinded, and entered, John McMurdo,","t and occasionally did leave his mark upon his assailants. McMurdo had been warned that some ordeal lay before him; but no one would tell him in what it consisted. He was led now into an outer room by two solemn brothers. Through the plank partition he could hear the murmur of many voices from the assembly within. Once or twice he caught the sound of his own name, and he knew that they were discussing his candidacy. Then there entered an inner guard with a green and gold sash across his chest. “","The Bodymaster orders that he shall be trussed, blinded, and"," entered,” said he. The three of them removed his coat, turned up the sleeve of his right arm, and finally passed a rope round above the elbows and made it fast. They next placed a thick black cap right over his head and the upper part of his face, so that he could see nothing. He was then led into the assembly hall. It was pitch dark and very oppressive under his hood. He heard the rustle and murmur of the people round him, and then the voice of McGinty sounded dull and distant through the cove"
VOF,VOF_T00875,the voice,"Dark nights are unpleasant, Yes, for strangers to travel,",,,
VOF,VOF_T00884,the voice,"He is of stout heart, Can you bear pain?",,,
VOF,VOF_T00887,he,"I can take more than that, One last word, Brother McMurdo,",,,
VOF,VOF_T00889,McMurdo,"I am, And you accept the rule of the Bodymaster for the time being under all circumstances?",,,
VOF,VOF_T00892,one,"We’ve all had it, but not all as brave as you over it.",,,
VOF,VOF_T00893,he,"Tut! It was nothing, The first business on the agenda paper,",,,
