text_id,turn_id,sentence_id,speaker,current_text,normal_match,aggressive_match,diagnosis
VOF,VOF_T00491,VOF_T00491_S09,Holmes,"He waited until quarter-past eleven, when mr. Douglas upon his usual nightly round came into the room.",False,True,found_after_aggressive_normalization
VOF,VOF_T00491,VOF_T00491_S12,Holmes,"How is that, mr. Holmes?",False,True,found_after_aggressive_normalization
VOF,VOF_T00492,VOF_T00492_S01,Unknown,"Well, mr. Mac, it is very good and very clear so far as it goes.",False,True,found_after_aggressive_normalization
VOF,VOF_T00492,VOF_T00492_S03,Unknown,"My end is that the crime was committed half an hour earlier than reported; that mrs. Douglas and Barker are both in a conspiracy to conceal something; that they aided the murderer’s escape—or at least that they reached the room before he escaped—and that they fabricated evidence of his escape through the window, whereas in all probability they had themselves let him go by lowering the bridge.",False,True,found_after_aggressive_normalization
VOF,VOF_T00493,VOF_T00493_S01,the London inspector,"Well, mr. Holmes, if this is true, we only tumble out of one mystery into another, And in some ways a worse one,",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00495,VOF_T00495_S01,Holmes,"I freely admit the difficulties, I propose to make a little investigation of my own to-night, and it is just possible that it may contribute something to the common cause.",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00496,VOF_T00496_S01,Unknown,"Can we help you, mr. Holmes?",False,True,found_after_aggressive_normalization
VOF,VOF_T00497,VOF_T00497_S02,Unknown,Darkness and dr. Watson’s umbrella—my wants are simple.,False,True,found_after_aggressive_normalization
VOF,VOF_T00508,VOF_T00508_S02,Holmes,"Now, mr. Mac and you, mr. White Mason, I wish to give you a very earnest piece of advice.",False,True,found_after_aggressive_normalization
VOF,VOF_T00512,VOF_T00512_S02,Unknown,"It’s hardly fair of you, mr. Holmes.",False,True,found_after_aggressive_normalization
VOF,VOF_T00513,VOF_T00513_S01,Unknown,"You know my methods of work, mr. Mac.",False,True,found_after_aggressive_normalization
VOF,VOF_T00514,VOF_T00514_S01,Unknown,"This is clean beyond me, mr. Holmes.",False,True,found_after_aggressive_normalization
VOF,VOF_T00518,VOF_T00518_S01,Unknown,"It immensely adds to the zest of an investigation, my dear mr. Mac, when one is in conscious sympathy with the historical atmosphere of one’s surroundings.",False,True,found_after_aggressive_normalization
VOF,VOF_T00519,VOF_T00519_S01,Unknown,"You are making fools of us, mr. Holmes!",False,True,found_after_aggressive_normalization
VOF,VOF_T00520,VOF_T00520_S01,Unknown,"Tut, tut, mr. Mac!—the first sign of temper I have detected in you.",False,True,found_after_aggressive_normalization
VOF,VOF_T00521,VOF_T00521_S01,Unknown,"I don’t doubt it, mr. Holmes; but that is no business of ours.",False,True,found_after_aggressive_normalization
VOF,VOF_T00522,VOF_T00522_S03,Unknown,"Breadth of view, my dear mr. Mac, is one of the essentials of our profession.",False,True,found_after_aggressive_normalization
VOF,VOF_T00523,VOF_T00523_S01,the detective,"I’m the first to admit that, You get to your point, I admit; but you have such a deuced round-the-corner way of doing it.",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00524,VOF_T00524_S03,Unknown,I did not see either Barker or mrs. Douglas.,False,True,found_after_aggressive_normalization
VOF,VOF_T00524,VOF_T00524_S05,Unknown,"My visit was specially made to the good mr. Ames, with whom I exchanged some amiabilities, which culminated in his allowing me, without reference to anyone else, to sit alone for a time in the study.",False,True,found_after_aggressive_normalization
VOF,VOF_T00526,VOF_T00526_S02,Unknown,"You gave permission for that, mr. Mac, as I am informed.",False,True,found_after_aggressive_normalization
VOF,VOF_T00531,VOF_T00531_S01,the inspector,"Well, we’re bound to take you on your own terms, but when it comes to telling us to abandon the case—why in the name of goodness should we abandon the case?",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00532,VOF_T00532_S01,Unknown,"For the simple reason, my dear mr. Mac, that you have not got the first idea what it is that you are investigating.",False,True,found_after_aggressive_normalization
VOF,VOF_T00533,VOF_T00533_S01,Unknown,We are investigating the murder of mr. John Douglas of Birlstone Manor.,False,True,found_after_aggressive_normalization
VOF,VOF_T00538,VOF_T00538_S01,Unknown,"And you, mr. White Mason?",False,True,found_after_aggressive_normalization
VOF,VOF_T00542,VOF_T00542_S01,Unknown,"Do what you like and go where you will, but meet me here before dusk without fail—without fail, mr. Mac.",False,True,found_after_aggressive_normalization
VOF,VOF_T00544,VOF_T00544_S02,Unknown,"But now, before we part, I want you to write a note to mr. Barker.",False,True,found_after_aggressive_normalization
VOF,VOF_T00547,VOF_T00547_S01,the inspector,"It’s impossible, I’ve made inquiry.",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00553,VOF_T00553_S01,my friend,"Well, gentlemen, I am asking you now to put everything to the test with me, and you will judge for yourselves whether the observations I have made justify the conclusions to which I have come.",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00556,VOF_T00556_S01,he,"Watson insists that I am the dramatist in real life, Some touch of the artist wells up within me, and calls insistently for a well-staged performance.",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00556,VOF_T00556_S02,he,"Surely our profession, mr. Mac, would be a drab and sordid one if we did not sometimes set the scene so as to glorify our results.",False,True,found_after_aggressive_normalization
VOF,VOF_T00556,VOF_T00556_S07,he,"I only ask a little patience, mr. Mac, and all will be clear to you.",False,True,found_after_aggressive_normalization
VOF,VOF_T00557,VOF_T00557_S01,Unknown,"Well, I hope the pride and justification and the rest of it will come before we all get our death of cold, How long is this to last?",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00564,VOF_T00564_S01,Unknown,"This is what we are after, mr. Barker—this bundle, weighted with a dumb-bell, which you have just raised from the bottom of the moat.",False,True,found_after_aggressive_normalization
VOF,VOF_T00568,VOF_T00568_S01,Holmes,"Perhaps I should have said ‘replaced it there,’ You will remember, Inspector MacDonald, that I was somewhat struck by the absence of a dumb-bell.",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00568,VOF_T00568_S04,Holmes,"The idea was at least worth testing; so with the help of Ames, who admitted me to the room, and the crook of dr. Watson’s umbrella, I was able last night to fish up and inspect this bundle.",False,True,found_after_aggressive_normalization
VOF,VOF_T00568,VOF_T00568_S07,Holmes,"We have no less than four witnesses as to who it was who took advantage of the opportunity, and so, mr. Barker, I think the word lies now with you.",False,True,found_after_aggressive_normalization
VOF,VOF_T00570,VOF_T00570_S01,Holmes,"The clothes are commonplace, save only the overcoat, which is full of suggestive touches.",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00571,VOF_T00571_S03,Unknown,"I have some recollection, mr. Barker, that you associated the coal districts with mr. Douglas’s first wife, and it would surely not be too far-fetched an inference that the V.V. upon the card by the dead body might stand for Vermissa Valley, or that this very valley which sends forth emissaries of murder may be that Valley of Fear of which we have heard.",False,True,found_after_aggressive_normalization
VOF,VOF_T00571,VOF_T00571_S05,Unknown,"And now, mr. Barker, I seem to be standing rather in the way of your explanation.",False,True,found_after_aggressive_normalization
VOF,VOF_T00572,VOF_T00572_S01,Unknown,"You know such a lot, mr. Holmes, perhaps you had better tell us some more,",False,True,found_after_aggressive_normalization
VOF,VOF_T00573,VOF_T00573_S01,Unknown,"I have no doubt that I could tell you a great deal more, mr. Barker; but it would come with a better grace from you.",False,True,found_after_aggressive_normalization
VOF,VOF_T00575,VOF_T00575_S01,the inspector,"Well, if you take that line, mr. Barker, we must just keep you in sight until we have the warrant and can hold you.",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00576,VOF_T00576_S01,Unknown,"You can do what you damn please about that, You have done enough for now, Cecil,",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00578,VOF_T00578_S01,She,"Enough and more than enough, I have every sympathy with you, madam, and should strongly urge you to have some confidence in the common sense of our jurisdiction and to take the police voluntarily into your complete confidence.",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00578,VOF_T00578_S02,She,"It may be that I am myself at fault for not following up the hint which you conveyed to me through my friend, dr. Watson; but, at that time I had every reason to believe that you were directly concerned in the crime.",False,True,found_after_aggressive_normalization
VOF,VOF_T00578,VOF_T00578_S04,She,"At the same time, there is much that is unexplained, and I should strongly recommend that you ask mr. Douglas to tell us his own story.",False,True,found_after_aggressive_normalization
VOF,VOF_T00581,VOF_T00581_S01,She,"Indeed, yes, mr. Douglas, I am sure that you will find it best.",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00582,VOF_T00582_S01,he,"I’ve heard of you, You are the historian of this bunch.",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00582,VOF_T00582_S02,he,"Well, dr. Watson, you’ve never had such a story as that pass through your hands before, and I’ll lay my last dollar on that.",False,True,found_after_aggressive_normalization
VOF,VOF_T00583,VOF_T00583_S01,She,"That’s the past, mr. Douglas, What we desire now is to hear your story of the present.",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00584,VOF_T00584_S01,Douglas,"You’ll have it, sir, May I smoke as I talk?",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00584,VOF_T00584_S02,Douglas,"Well, thank you, mr. Holmes.",False,True,found_after_aggressive_normalization
VOF,VOF_T00585,VOF_T00585_S01,Unknown,"I’ve heard of you, mr. Holmes.",False,True,found_after_aggressive_normalization
VOF,VOF_T00588,VOF_T00588_S01,Unknown,"If you are mr. John Douglas of Birlstone Manor, then whose death have we been investigating for these two days, and where in the world have you sprung from now?",False,True,found_after_aggressive_normalization
VOF,VOF_T00589,VOF_T00589_S01,Holmes,"Ah, mr. Mac, you would not read that excellent local compilation which described the concealment of King Charles.",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00589,VOF_T00589_S03,Holmes,I had persuaded myself that we should find mr. Douglas under this roof.,False,True,found_after_aggressive_normalization
VOF,VOF_T00590,VOF_T00590_S01,the inspector,"And how long have you been playing this trick upon us, mr. Holmes?",False,True,found_after_aggressive_normalization
VOF,VOF_T00591,VOF_T00591_S01,Unknown,"Not one instant, my dear mr. Mac.",False,True,found_after_aggressive_normalization
VOF,VOF_T00591,VOF_T00591_S05,Unknown,"When I found the suit of clothes in the moat, it at once became apparent to me that the body we had found could not have been the body of mr. John Douglas at all, but must be that of the bicyclist from Tunbridge Wells.",False,True,found_after_aggressive_normalization
VOF,VOF_T00591,VOF_T00591_S07,Unknown,"Therefore I had to determine where mr. John Douglas himself could be, and the balance of probability was that with the connivance of his wife and his friend he was concealed in a house which had such conveniences for a fugitive, and awaiting quieter times when he could make his final escape.",False,True,found_after_aggressive_normalization
VOF,VOF_T00592,VOF_T00592_S01,Douglas,"Well, you figured it out about right, I thought I’d dodge your British law; for I was not sure how I stood under it, and also I saw my chance to throw these hounds once for all off my track.",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00596,VOF_T00596_S06,Unknown,"You slipped up there, mr. Holmes, clever as you are; for if you had chanced to take off that plaster you would have found no cut underneath it.",False,True,found_after_aggressive_normalization
VOF,VOF_T00597,VOF_T00597_S02,Unknown,"You will get no worse than your deserts from that, mr. Douglas.",False,True,found_after_aggressive_normalization
VOF,VOF_T00599,VOF_T00599_S01,he,"The story is not over yet, I fear, You may find worse dangers than the English law, or even than your enemies from America.",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00599,VOF_T00599_S02,he,"I see trouble before you, mr. Douglas.",False,True,found_after_aggressive_normalization
VOF,VOF_T00601,VOF_T00601_S01,he,"Yes, we need them sometimes in the place I come from.",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00606,VOF_T00606_S01,the workman,"You may find you need it here, Ah! is that so?",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00618,VOF_T00618_S01,the workman,"I see you speak the truth, But it’s well to make certain.",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00619,VOF_T00619_S01,the workman,"Dark nights are unpleasant, Yes, for strangers to travel,",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00623,VOF_T00623_S01,McMurdo,"I found plenty of work to do, Then why did you leave?",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00630,VOF_T00630_S01,McMurdo with the air,"It’s early days to talk of such things, I’ve my own good reasons for leaving Chicago, and let that be enough for you.",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00636,VOF_T00636_S01,Unknown,"I guess hell must look something like that, For that matter,",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00642,VOF_T00642_S01,one,"No offense, stranger, It was a warning for your own good, seeing that you are, by your own showing, new to the place.",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00644,VOF_T00644_S01,one of the patrolmen,"Maybe we’ll see more of you before very long, You’re a real hand-picked one, if I am a judge.",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00645,VOF_T00645_S01,the other,"I was thinking the same, I guess we may meet again.",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00650,VOF_T00650_S01,the guide,"That’s the Union House, Jack McGinty is the boss there.",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00665,VOF_T00665_S01,McMurdo,"I thank you, I thought it was father,",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00669,VOF_T00669_S01,she,"You are quick to make up your mind, Anyone but a blind man could do as much,",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00671,VOF_T00671_S01,Unknown,"I’m Miss Ettie Shafter, mr. Shafter’s daughter.",False,True,found_after_aggressive_normalization
VOF,VOF_T00674,VOF_T00674_S01,he,"Say, McMurdo, I remembered your address, so I made bold to call.",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00688,VOF_T00688_S01,he,"You go and see him, my lad, It’s not the police but you that he’ll hate if you don’t!",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00689,VOF_T00689_S01,he,"It seems to me, mister, that you are gettin’ set on my Ettie.",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00701,VOF_T00701_S01,he,"The Scowrers, are the Eminent Order of Freemen!",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00709,VOF_T00709_S03,Unknown,"Vat about Milman and Van Shorst, and the Nicholson family, and old mr. Hyam, and little Billy James, and the others?",False,True,found_after_aggressive_normalization
VOF,VOF_T00710,VOF_T00710_S09,McMurdo,"I guess you owe me either an apology or else an explanation, mr. Shafter.",False,True,found_after_aggressive_normalization
VOF,VOF_T00715,VOF_T00715_S01,the girl,"Oh, hush, mr. McMurdo, don’t speak so!",False,True,found_after_aggressive_normalization
VOF,VOF_T00741,VOF_T00741_S01,she,"I’m glad to see you, mr. Baldwin, You’re earlier than I had thought.",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00743,VOF_T00743_S01,Unknown,"It’s a friend of mine, mr. Baldwin, a new boarder here. mr. McMurdo, may I introduce you to mr. Baldwin?",False,True,found_after_aggressive_normalization
VOF,VOF_T00748,VOF_T00748_S01,Unknown,"Maybe you are in a humour for a fight, mr. Boarder!",False,True,found_after_aggressive_normalization
VOF,VOF_T00753,VOF_T00753_S01,McMurdo,"I think, Ettie, that if you were to leave us alone we could get this thing settled, Or maybe, mr. Baldwin, you will take a turn down the street with me.",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00754,VOF_T00754_S01,his enemy,"I’ll get even with you without needing to dirty my hands, You’ll wish you had never set foot in this house before I am through with you!",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00755,VOF_T00755_S01,McMurdo,"No time like the present, I’ll choose my own time, mister.",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00762,VOF_T00762_S01,McMurdo,"I was thinking the same thing, I’ll go right now and fix it.",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00764,VOF_T00764_S01,Unknown,"I’m new here, mr. McGinty.",False,True,found_after_aggressive_normalization
VOF,VOF_T00766,VOF_T00766_S01,Unknown,"He’s Councillor McGinty, young man, I’m sorry, Councillor.",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00768,VOF_T00768_S02,McMurdo,"If your heart is as big as your body, and your soul as fine as your face, then I’d ask for nothing better, If your heart is as big as your body, and your soul as fine as your face, then I’d ask for nothing better, By Gar! you’ve got an Irish tongue in your head anyhow,",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00770,VOF_T00770_S01,McMurdo,"Sure, And you were told to see me?",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00776,VOF_T00776_S01,Unknown,"A bit closer, mr. McMurdo; for we don’t take folk on trust in these parts, nor believe all we’re told neither.",False,True,found_after_aggressive_normalization
VOF,VOF_T00777,VOF_T00777_S01,he,"See here, my joker, if I thought you were playing any game on us, it would be short work for you.",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00780,VOF_T00780_S01,McGinty,"Ay, but it’s just that same that you have to prove, and God help you if you fail!",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00796,VOF_T00796_S01,Unknown,"True for you, mr. McMurdo.",False,True,found_after_aggressive_normalization
VOF,VOF_T00804,VOF_T00804_S01,McMurdo,"You are right, Councillor, I should apologize.",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00815,VOF_T00815_S01,he,"Those never passed the Philadelphia mint, You don’t say!",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00826,VOF_T00826_S01,he,"So, you got here first, did you?",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00827,VOF_T00827_S01,McMurdo,"Then say it here and now before my face, I’ll say it at my own time, in my own way.",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00835,VOF_T00835_S01,McGinty,"Yes, it is, Ted Baldwin, Is it you that would dispute it?",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00840,VOF_T00840_S01,the other,"Well, then, we are all good friends again and there’s an end of the matter.",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00843,VOF_T00843_S01,Baldwin,"The clouds are heavy, But they will forever brighten.",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00846,VOF_T00846_S01,Unknown,"Faith, I’d be slow to do that, I’m quick to quarrel and quick to forgive.",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00851,VOF_T00851_S01,the police officer,"A straight whisky; for the night is bitter, I don’t think we have met before, Councillor?",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00853,VOF_T00853_S01,McGinty,"We’d do better without you, Captain Marvin, for we have our own police of the township, and no need for any imported goods.",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00854,VOF_T00854_S01,the police officer,"Well, well, we won’t argue about that, I expect we all do our duty same as we see it; but we can’t all see it the same.",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00857,VOF_T00857_S01,he,"I was never a friend to you nor any other cursed copper in my life, An acquaintance isn’t always a friend,",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00859,VOF_T00859_S01,he,"I’m not denying it, D’ye think I’m ashamed of my own name?",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00869,VOF_T00869_S01,McMurdo,"Well, I suppose you mean well, and I do thank you, It’s mum with me so long as I see you living on the straight,",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00872,VOF_T00872_S01,he,"The Bodymaster orders that he shall be trussed, blinded, and entered, John McMurdo,",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00874,VOF_T00874_S01,Unknown,"Is your lodge no. 29, Chicago?",False,True,found_after_aggressive_normalization
VOF,VOF_T00875,VOF_T00875_S01,the voice,"Dark nights are unpleasant, Yes, for strangers to travel,",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00884,VOF_T00884_S01,the voice,"He is of stout heart, Can you bear pain?",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00887,VOF_T00887_S01,he,"I can take more than that, One last word, Brother McMurdo,",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00889,VOF_T00889_S01,McMurdo,"I am, And you accept the rule of the Bodymaster for the time being under all circumstances?",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00892,VOF_T00892_S01,one,"We’ve all had it, but not all as brave as you over it.",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00893,VOF_T00893_S02,he,"It was nothing, The first business on the agenda paper,",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00898,VOF_T00898_S01,the volunteer,"I’ve no pistol, It’s your first, is it not?",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00906,VOF_T00906_S01,he,"I like it well, ’Tis a proper place for a lad of mettle.",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00909,VOF_T00909_S01,the secretary,"I would move, that Brother McMurdo should wait until it is the good pleasure of the lodge to employ him.",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00910,VOF_T00910_S01,McMurdo,"Sure, that was what I meant; I’m in your hands, Your time will come, Brother,",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00916,VOF_T00916_S01,the treasurer,"The funds are good at the moment, The firms have been generous of late.",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00918,VOF_T00918_S01,Unknown,"mr. Treasurer,",False,True,found_after_aggressive_normalization
VOF,VOF_T00925,VOF_T00925_S01,the chairman,"I don’t see, Brother Morris, that it matters to us who buys them, since they can’t carry them out of the district.",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00929,VOF_T00929_S01,he,"Brother Morris, you were always a croaker.",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00933,VOF_T00933_S01,he,"Boys, there’s one man in this town that wants trimming up, and it’s for you to see that he gets it.",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00937,VOF_T00937_S01,McGinty,"And how would they bring about our destruction, mr. Standback?",False,True,found_after_aggressive_normalization
VOF,VOF_T00938,VOF_T00938_S01,Unknown,"There is a Judge Lynch that might try the case, I have but to raise my finger,",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00946,VOF_T00946_S01,Unknown,"I promised the new brother he should go, Well, he can come if he wants,",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00949,VOF_T00949_S01,Baldwin to McMurdo,"Here, you, you can stand below at the door and see that the road is kept open for us.",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00950,VOF_T00950_S01,he,"You’ll kill the man, Drop it!",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00955,VOF_T00955_S01,one of the men,"It’s truth he says, By Gar! you’d best hurry yourselves!",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00958,VOF_T00958_S01,the older man,"I wanted to have a word with you, mr. McMurdo, It was kind of you to come.",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00962,VOF_T00962_S01,Morris,"No, no, not always, Whatever we say, even what we think, seems to go back to that man McGinty.",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00964,VOF_T00964_S01,Morris,"If that is the view you take, I can only say that I am sorry I gave you the trouble to come and meet me.",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00965,VOF_T00965_S01,he,"Sure I spoke for myself only, I am a newcomer, as you know, and I am strange to it all.",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00965,VOF_T00965_S02,he,"It is not for me to open my mouth, mr. Morris, and if you think well to say anything to me I am here to hear it.",False,True,found_after_aggressive_normalization
VOF,VOF_T00968,VOF_T00968_S01,Morris,"I have given up looking for either the one or the other, I may be putting my very life in your hands by what I say; but, bad as you are—and it seemed to me last night that you were shaping to be as bad as the worst—still you are new to it, and your conscience cannot yet be as hardened as theirs.",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00975,VOF_T00975_S01,McMurdo,"There are some would say it was war, a war of two classes with all in, so that each struck as best it could.",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00979,VOF_T00979_S01,he,"You were too soft for the job, You are the wrong sort for such work.",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00983,VOF_T00983_S01,McMurdo,"That’s well, I’m thinking that you are a weak man and that you make too much of the matter.",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00985,VOF_T00985_S01,McMurdo,"Well, I’ll let you know what I think when I have seen more, What is very clear is that you are not the man for the place, and that the sooner you sell out—if you only get a dime a dollar for what the business is worth—the better it will be for you.",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T00987,VOF_T00987_S01,Morris,"One word before you go, We may have been seen together.",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T01007,VOF_T01007_S01,McMurdo,"It may be enough for most folk; but it ain’t enough for me, Councillor, If you are a judge of men, you’ll know that.",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T01008,VOF_T01008_S01,he,"You’re a queer card, for sure, Well, if you want reasons, I’ll give them.",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T01009,VOF_T01009_S01,Unknown,no.,False,True,found_after_aggressive_normalization
VOF,VOF_T01011,VOF_T01011_S01,Unknown,no.,False,True,found_after_aggressive_normalization
VOF,VOF_T01015,VOF_T01015_S01,McGinty,"Well, that’s enough, I came down to give you a word in season, and you’ve had it.",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T01016,VOF_T01016_S01,McMurdo,"I’d like to know, how you ever came to learn that I had spoken with Morris at all?",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T01017,VOF_T01017_S01,he,"It’s my business to know what goes on in this township, I guess you’d best reckon on my hearing all that passes.",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T01018,VOF_T01018_S01,he,"I thought you’d be getting into trouble, mr. Crooked McMurdo of Chicago, Can’t keep out of it, can you?",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T01019,VOF_T01019_S01,McGinty,"I guess you’ll pay for this, Captain Marvin, Who are you, I’d like to know, to break into a house in this fashion and molest honest, law-abiding men?",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T01020,VOF_T01020_S01,the police captain,"You’re standing out in this deal, Councillor McGinty, We are not out after you, but after this man McMurdo.",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T01021,VOF_T01021_S01,the Boss,"He is a friend of mine, and I’ll answer for his conduct, By all accounts, mr. McGinty, you may have to answer for your own conduct some of these days,",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T01023,VOF_T01023_S01,McMurdo,"There’s my pistol, Maybe, Captain Marvin, if you and I were alone and face to face you would not take me so easily.",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T01027,VOF_T01027_S01,McGinty,"Well, if that’s all you have against him, you can save yourself a deal of trouble by dropping it right now.",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T01028,VOF_T01028_S03,Unknown,"You stand wide, mr. McGinty; for I warn you I will stand no resistance when I am on duty!",False,True,found_after_aggressive_normalization
VOF,VOF_T01030,VOF_T01030_S01,McMurdo,"All right, I’ll bid you good-bye,",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T01037,VOF_T01037_S01,Unknown,"He’ll be the boy for the clean job, It’s you!",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T01051,VOF_T01051_S01,he,"I’ll tell you, acushla, I’m under oath not to show it, and just as I wouldn’t break my word to you so I would keep it to those who hold my promise.",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T01063,VOF_T01063_S01,he,"Sure, it is the second time I have heard the valley so named, The shadow does indeed seem to lie heavy on some of you.",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T01073,VOF_T01073_S01,Scanlan,"Sure, we are all in it together, That’s true enough, and we’ll talk till the cows come home of the killing of Charlie Williams or of Simon Bird, or any other job in the past. But till the work is done we say nothing.",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T01074,VOF_T01074_S01,McMurdo,"There are half a dozen about here that I have a word to say to, I suppose it isn’t Jack Knox of Ironhill that you are after.",False,False,not_found_even_after_aggressive_normalization
VOF,VOF_T01085,VOF_T01085_S01,he,"See here, my lad, I’ve got a job that’s worthy of you at last. You’ll have the doing of it in your own hands.",False,False,not_found_even_after_aggressive_normalization
