text_id,turn_id,speaker,dialogue_text,sentence_count,review_reason
VOF,VOF_T00671,Unknown,"I’m Miss Ettie Shafter, Mr. Shafter’s daughter. My mother’s dead, and I run the house. You can sit down by the stove in the front room until father comes along—Ah, here he is! So you can fix things with him right away.",4,contains_em_dash
VOF,VOF_T00676,Unknown,"You must find time for him if you have none for anything else. Good Lord, man! you’re a fool not to have been down to the Union House and registered your name the first morning after you came here! If you run against him—well, you mustn’t, that’s all!",3,contains_em_dash
VOF,VOF_T00703,Unknown,You! I vould never have had you in my house if I had known it—not if you vere to pay me a hundred dollar a veek.,2,contains_em_dash
VOF,VOF_T00712,McMurdo,"That’s just gossip—I want proof! If you live here long you vill get your proof. But I forget that you are yourself one of them. You vill soon be as bad as the rest. But you vill find other lodgings, mister. I cannot have you here. Is it not bad enough that one of these people come courting my Ettie, and that I dare not turn him down, but that I should have another for my boarder? Yes, indeed, you shall not sleep here after to-night!",7,contains_em_dash
VOF,VOF_T00732,McMurdo,"No, I don’t know them, and I don’t fear them, and I don’t believe in them! I’ve lived among rough men, my darling, and instead of fearing them it has always ended that they have feared me—always, Ettie. It’s mad on the face of it! If these men, as your father says, have done crime after crime in the valley, and if everyone knows them by name, how comes it that none are brought to justice? You answer me that, Ettie!",5,contains_em_dash
VOF,VOF_T00735,Unknown,"Oh, Jack, don’t let me hear you speak so! That is how he speaks—the other one!",2,contains_em_dash
VOF,VOF_T00738,Unknown,"No harm shall come to you, Ettie—nor to your father either. As to wicked men, I expect you may find that I am as bad as the worst of them before we’re through.",2,contains_em_dash
VOF,VOF_T00752,Unknown,"Oh, Ted, be reasonable—be kind! For my sake, Ted, if ever you loved me, be big-hearted and forgiving!",2,contains_em_dash
VOF,VOF_T00758,Unknown,"Well, you will know, I’ll promise you that. You won’t be much older, either. Perhaps Miss Ettie can tell you something about it. As to you, Ettie, you’ll come back to me on your knees—d’ye hear, girl?—on your knees—and then I’ll tell you what your punishment may be. You’ve sowed—and by the Lord, I’ll see that you reap!",5,contains_em_dash
VOF,VOF_T00759,Unknown,"Oh, Jack, how brave you were! But it is no use, you must fly! To-night—Jack—to-night! It’s your only hope. He will have your life. I read it in his horrible eyes. What chance have you against a dozen of them, with Boss McGinty and all the power of the lodge behind them?",7,contains_em_dash
VOF,VOF_T00774,he,"Oh, it’s like that, is it? I’ll have to look a bit closer into this, Mister—",2,contains_em_dash
VOF,VOF_T00807,Unknown,"I was helping Uncle Sam to make dollars. Maybe mine were not as good gold as his, but they looked as well and were cheaper to make. This man Pinto helped me to shove the queer—",3,contains_em_dash
VOF,VOF_T00824,Unknown,"Say, we’ve had no such holy terror come to hand this many a year. I reckon the lodge will learn to be proud of you.... Well, what the hell do you want? And can’t I speak alone with a gentleman for five minutes but you must butt in on us?",4,contains_ellipsis
VOF,VOF_T00836,Unknown,"You would throw over one that has stood by you this five years in favour of a man that you never saw before in your life? You’re not Bodymaster for life, Jack McGinty, and by God! when next it comes to a vote—",2,contains_em_dash
VOF,VOF_T00838,McGinty,"You’ve been asking for it this many a day, Ted Baldwin—now you’ve got it! Maybe you think if I was voted down from Bodymaster you would find yourself in my shoes. It’s for the lodge to say that. But so long as I am the chief I’ll have no man lift his voice against me or my rulings.",4,contains_em_dash
VOF,VOF_T00845,McGinty,"There! That’s the end of the black blood. You come under lodge discipline if it goes further, and that’s a heavy hand in these parts, as Brother Baldwin knows—and as you will damn soon find out, Brother McMurdo, if you ask for trouble!",3,contains_em_dash
VOF,VOF_T00848,Unknown,"To think that the same petticoats should come between two of my boys! It’s the devil’s own luck! Well, it’s the colleen inside of them that must settle the question; for it’s outside the jurisdiction of a Bodymaster—and the Lord be praised for that! We have enough on us, without the women as well. You’ll have to be affiliated to Lodge 341, Brother McMurdo. We have our own ways and methods, different from Chicago. Saturday night is our meeting, and if you come then, we’ll make you free forever of the Vermissa Valley.",7,contains_em_dash
VOF,VOF_T00866,Unknown,"Did you not? That’s good impartial evidence, ain’t it? Well, his death came in uncommon handy for you, or they would have had you for shoving the queer. Well, we can let that be bygones; for, between you and me—and perhaps I’m going further than my duty in saying it—they could get no clear case against you, and Chicago’s open to you to-morrow.",4,contains_em_dash
VOF,VOF_T00870,Unknown,"But, by the Lord! if you get off after this, it’s another story! So good-night to you—and good-night, Councillor.",2,contains_em_dash
VOF,VOF_T00894,Unknown,"is to read the following letter from Division Master Windle of Merton County Lodge 249. He says: “‘DEAR SIR.—“There is a job to be done on Andrew Rae of Rae & Sturmash, coal owners near this place. You will remember that your lodge owes us a return, having had the service of two brethren in the matter of the patrolman last fall. You will send two good men, they will be taken charge of by Treasurer Higgins of this lodge, whose address you know. He will show them when to act and where. Yours in freedom, “‘J.W. WINDLE, D.M.A.O.F.’",7,contains_em_dash
VOF,VOF_T00934,the chairman,"‘Law and Order!’ That’s how he heads it. ‘Reign of Terror in the Coal and Iron District. Twelve years have now elapsed since the first assassinations which proved the existence of a criminal organization in our midst. From that day these outrages have never ceased, until now they have reached a pitch which makes us the opprobrium of the civilized world. Is it for such results as this that our great country welcomes to its bosom the alien who flies from the despotisms of Europe? Is it that they shall themselves become tyrants over the very men who have given them shelter, and that a state of terrorism and lawlessness should be established under the very shadow of the sacred folds of the starry Flag of Freedom which would raise horror in our minds if we read of it as existing under the most effete monarchy of the East? The men are known. The organization is patent and public. How long are we to endure it? Can we forever live—’ Sure, I’ve read enough of the slush! That’s what he says of us. The question I’m asking you is what shall we say to him?",11,contains_em_dash
VOF,VOF_T00941,Unknown,"I apologize, Eminent Bodymaster, to you and to every brother in this lodge if I have said more than I should. I am a faithful member—you all know that—and it is my fear lest evil come to the lodge which makes me speak in anxious words. But I have greater trust in your judgment than in my own, Eminent Bodymaster, and I promise you that I will not offend again.",3,contains_em_dash
VOF,VOF_T00952,Unknown,Who are you to interfere—you that are new to the lodge? Stand back!,2,contains_em_dash
VOF,VOF_T00954,Unknown,"I’ll blow your face in if you lay a hand on me. As to the lodge, wasn’t it the order of the Bodymaster that the man was not to be killed—and what are you doing but killing him?",2,contains_em_dash
VOF,VOF_T00968,Morris,"I have given up looking for either the one or the other, I may be putting my very life in your hands by what I say; but, bad as you are—and it seemed to me last night that you were shaping to be as bad as the worst—still you are new to it, and your conscience cannot yet be as hardened as theirs. That was why I thought to speak with you.",2,contains_em_dash
VOF,VOF_T00974,Morris,Call it crime! You have seen little of it if you can call it anything else. Was it crime last night when a man old enough to be your father was beaten till the blood dripped from his white hairs? Was that crime—or what else would you call it?,4,contains_em_dash
VOF,VOF_T00978,Unknown,"Nor did I when I joined it at Philadelphia. It was just a benefit club and a meeting place for one’s fellows. Then I heard of this place—curse the hour that the name first fell upon my ears!—and I came to better myself! My God! to better myself! My wife and three children came with me. I started a drygoods store on Market Square, and I prospered well. The word had gone round that I was a Freeman, and I was forced to join the local lodge, same as you did last night. I’ve the badge of shame on my forearm and something worse branded on my heart. I found that I was under the orders of a black villain and caught in a meshwork of crime. What could I do? Every word I said to make things better was taken as treason, same as it was last night. I can’t get away; for all I have in the world is in my store. If I leave the society, I know well that it means murder to me, and God knows what to my wife and children. Oh, man, it is awful—awful!",14,contains_em_dash
VOF,VOF_T00985,McMurdo,"Well, I’ll let you know what I think when I have seen more, What is very clear is that you are not the man for the place, and that the sooner you sell out—if you only get a dime a dollar for what the business is worth—the better it will be for you. What you have said is safe with me; but, by Gar! if I thought you were an informer—",2,contains_em_dash
VOF,VOF_T01017,he,"It’s my business to know what goes on in this township, I guess you’d best reckon on my hearing all that passes. Well, time’s up, and I’ll just say—",2,contains_em_dash
VOF,VOF_T01047,Unknown,"I know it! Why else should you hold it from me? Was it to your wife that you were writing? How am I to know that you are not a married man—you, a stranger, that nobody knows?",4,contains_em_dash
VOF,VOF_T01057,Unknown,"Give it up, Jack! For my sake, for God’s sake, give it up! It was to ask you that I came here to-day. Oh, Jack, see—I beg it of you on my bended knees! Kneeling here before you I implore you to give it up!",5,contains_em_dash
VOF,VOF_T01065,Unknown,"By Gar! I’d teach him better manners if I caught him at it! But see here, little girl. I can’t leave here. I can’t—take that from me once and for all. But if you will leave me to find my own way, I will try to prepare a way of getting honourably out of it.",6,contains_em_dash
VOF,VOF_T01087,Unknown,"You can take two men with you—Manders and Reilly. They have been warned for service. We’ll never be right in this district until Chester Wilcox has been settled, and you’ll have the thanks of every lodge in the coal fields if you can down him.",3,contains_em_dash
VOF,VOF_T01089,Unknown,"He’s the chief foreman of the Iron Dike Company. He’s a hard citizen, an old colour sergeant of the war, all scars and grizzle. We’ve had two tries at him; but had no luck, and Jim Carnaway lost his life over it. Now it’s for you to take it over. That’s the house—all alone at the Iron Dike crossroad, same as you see here on the map—without another within earshot. It’s no good by day. He’s armed and shoots quick and straight, with no questions asked. But at night—well, there he is with his wife, three children, and a hired help. You can’t pick or choose. It’s all or none. If you could get a bag of blasting powder at the front door with a slow match to it—",11,contains_em_dash
VOF,VOF_T01102,Unknown,"Well, you had best give me a night or two that I may see the house and make my plans. Then—",2,contains_em_dash
VOF,VOF_T01174,Unknown,"You might say so if all were as stanch as you, Councillor. But this man has all the millions of the capitalists at his back. Do you think there is no weaker brother among all our lodges that could not be bought? He will get at our secrets—maybe has got them already. There’s only one sure cure.",5,contains_em_dash
VOF,VOF_T01178,McMurdo,"Eminent Bodymaster, I would put it to you that this is too vital a thing for us to discuss in open lodge. God forbid that I should throw a doubt on anyone here; but if so much as a word of gossip got to the ears of this man, there would be an end of any chance of our getting him. I would ask the lodge to choose a trusty committee, Mr. Chairman—yourself, if I might suggest it, and Brother Baldwin here, and five more. Then I can talk freely of what I know and of what I advise should be done.",4,contains_em_dash
VOF,VOF_T01182,Unknown,"Because I fell into talk with him. I thought little of it at the time, nor would have given it a second thought but for this letter; but now I’m sure it’s the man. I met him on the cars when I went down the line on Wednesday—a hard case if ever there was one. He said he was a reporter. I believed it for the moment. Wanted to know all he could about the Scowrers and what he called ‘the outrages’ for a New York paper. Asked me every kind of question so as to get something. You bet I was giving nothing away. ‘I’d pay for it and pay well,’ said he, ‘if I could get some stuff that would suit my editor.’ I said what I thought would please him best, and he handed me a twenty-dollar bill for my information. ‘There’s ten times that for you,’ said he, ‘if you can find me all that I want.’",10,contains_em_dash
VOF,VOF_T01186,Unknown,"I’ll tell you. He got out at Hobson’s Patch, and so did I. I chanced into the telegraph bureau, and he was leaving it. “‘See here,’ said the operator after he’d gone out, ‘I guess we should charge double rates for this.’—‘I guess you should,’ said I. He had filled the form with stuff that might have been Chinese, for all we could make of it. ‘He fires a sheet of this off every day,’ said the clerk. ‘Yes,’ said I; ‘it’s special news for his paper, and he’s scared that the others should tap it.’ That was what the operator thought and what I thought at the time; but I think differently now.",7,contains_em_dash
VOF,VOF_T01194,Unknown,"You can plan the rest for yourselves. Widow MacNamara’s is a lonely house. She’s as true as steel and as deaf as a post. There’s only Scanlan and me in the house. If I get his promise—and I’ll let you know if I do—I’d have the whole seven of you come to me by nine o’clock. We’ll get him in. If ever he gets out alive—well, he can talk of Birdy Edwards’s luck for the rest of his days!",6,contains_em_dash
VOF,VOF_T01198,Unknown,"He’s been here some time—six weeks at the least. I guess he didn’t come into these parts to look at the prospect. If he has been working among us all that time with the railroad money at his back, I should expect that he has got results, and that he has passed them on.",2,contains_em_dash
VOF,VOF_T01220,Unknown,"This is how I should work it. You will all be in the big room—same as you saw when you had a chat with me. I’ll open the door for him, show him into the parlour beside the door, and leave him there while I get the papers. That will give me the chance of telling you how things are shaping. Then I will go back to him with some faked papers. As he is reading them I will jump for him and get my grip on his pistol arm. You’ll hear me call and in you will rush. The quicker the better; for he is as strong a man as I, and I may have more than I can manage. But I allow that I can hold him till you come.",9,contains_em_dash
VOF,VOF_T01240,Unknown,"You’re safer there, Councillor, And you, Baldwin, if you don’t take your hand off your pistol, you’ll cheat the hangman yet. Pull it out, or by the Lord that made me—There, that will do. There are forty armed men round this house, and you can figure it out for yourself what chance you have. Take their pistols, Marvin!",4,contains_em_dash
VOF,VOF_T01259,Unknown,"So I think also. These infernal Scowrers, this cursed vindictive nest of criminals—",2,contains_em_dash
VOF,VOF_T01262,Unknown,"Because it is done by a man who cannot afford to fail, one whose whole unique position depends upon the fact that all he does must succeed. A great brain and a huge organization have been turned to the extinction of one man. It is crushing the nut with the triphammer—an absurd extravagance of energy—but the nut is very effectually crushed all the same.",3,contains_em_dash
VOF,VOF_T01266,Holmes,"No, I don’t say that, I don’t say that he can’t be beat. But you must give me time—you must give me time!",2,contains_em_dash
