text_id,turn_id,sentence_id,speaker,previous_text,current_text,next_text,unit_type,extraction_confidence,source
VOF,VOF_T00145,VOF_T00145_S04,he,That you get from the warning received through the man Porlock.,Can we for our present practical needs get any further than that?,,speaker_attributed_dialogue,high,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00146,VOF_T00146_S01,Unknown,,We may form some conception as to the motives of the crime.,"It is, as I gather from your original remarks, an inexplicable, or at least an unexplained, murder.",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00146,VOF_T00146_S02,Unknown,We may form some conception as to the motives of the crime.,"It is, as I gather from your original remarks, an inexplicable, or at least an unexplained, murder.","Now, presuming that the source of the crime is as we suspect it to be, there might be two different motives.",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00146,VOF_T00146_S03,Unknown,"It is, as I gather from your original remarks, an inexplicable, or at least an unexplained, murder.","Now, presuming that the source of the crime is as we suspect it to be, there might be two different motives.","In the first place, I may tell you that Moriarty rules with a rod of iron over his people.",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00146,VOF_T00146_S04,Unknown,"Now, presuming that the source of the crime is as we suspect it to be, there might be two different motives.","In the first place, I may tell you that Moriarty rules with a rod of iron over his people.",His discipline is tremendous.,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00146,VOF_T00146_S05,Unknown,"In the first place, I may tell you that Moriarty rules with a rod of iron over his people.",His discipline is tremendous.,There is only one punishment in his code.,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00146,VOF_T00146_S06,Unknown,His discipline is tremendous.,There is only one punishment in his code.,It is death.,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00146,VOF_T00146_S07,Unknown,There is only one punishment in his code.,It is death.,Now we might suppose that this murdered man—this Douglas whose approaching fate was known by one of the arch-criminal’s subordinates—had in some way betrayed the chief.,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00146,VOF_T00146_S08,Unknown,It is death.,Now we might suppose that this murdered man—this Douglas whose approaching fate was known by one of the arch-criminal’s subordinates—had in some way betrayed the chief.,"His punishment followed, and would be known to all—if only to put the fear of death into them.",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00146,VOF_T00146_S09,Unknown,Now we might suppose that this murdered man—this Douglas whose approaching fate was known by one of the arch-criminal’s subordinates—had in some way betrayed the chief.,"His punishment followed, and would be known to all—if only to put the fear of death into them.",,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00147,VOF_T00147_S01,Unknown,,"Well, that is one suggestion, mr. Holmes.",,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00148,VOF_T00148_S01,Unknown,,The other is that it has been engineered by Moriarty in the ordinary course of business.,Was there any robbery?,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00148,VOF_T00148_S02,Unknown,The other is that it has been engineered by Moriarty in the ordinary course of business.,Was there any robbery?,,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00149,VOF_T00149_S01,Unknown,,I have not heard.,,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00150,VOF_T00150_S01,Unknown,,"If so, it would, of course, be against the first hypothesis and in favour of the second.","Moriarty may have been engaged to engineer it on a promise of part spoils, or he may have been paid so much down to manage it.",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00150,VOF_T00150_S02,Unknown,"If so, it would, of course, be against the first hypothesis and in favour of the second.","Moriarty may have been engaged to engineer it on a promise of part spoils, or he may have been paid so much down to manage it.",Either is possible.,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00150,VOF_T00150_S03,Unknown,"Moriarty may have been engaged to engineer it on a promise of part spoils, or he may have been paid so much down to manage it.",Either is possible.,"But whichever it may be, or if it is some third combination, it is down at Birlstone that we must seek the solution.",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00150,VOF_T00150_S04,Unknown,Either is possible.,"But whichever it may be, or if it is some third combination, it is down at Birlstone that we must seek the solution.",I know our man too well to suppose that he has left anything up here which may lead us to him.,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00150,VOF_T00150_S05,Unknown,"But whichever it may be, or if it is some third combination, it is down at Birlstone that we must seek the solution.",I know our man too well to suppose that he has left anything up here which may lead us to him.,,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00151,VOF_T00151_S01,MacDonald,,Then to Birlstone we must go!,My word! it’s later than I thought.,speaker_attributed_dialogue,high,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00151,VOF_T00151_S02,MacDonald,Then to Birlstone we must go!,My word! it’s later than I thought.,"I can give you, gentlemen, five minutes for preparation, and that is all.",speaker_attributed_dialogue,high,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00151,VOF_T00151_S03,MacDonald,My word! it’s later than I thought.,"I can give you, gentlemen, five minutes for preparation, and that is all.",,speaker_attributed_dialogue,high,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00152,VOF_T00152_S01,Holmes,,"And ample for us both, While we are on our way, mr. Mac, I will ask you to be good enough to tell me all about it.",,speaker_attributed_dialogue,high,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00153,VOF_T00153_S01,Unknown,,All about it,,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00154,VOF_T00154_S01,Unknown,,"DEAR INSPECTOR MACDONALD, Official requisition for your services is in separate envelope.",This is for your private eye.,speaker_attributed_dialogue,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00154,VOF_T00154_S02,Unknown,"DEAR INSPECTOR MACDONALD, Official requisition for your services is in separate envelope.",This is for your private eye.,"Wire me what train in the morning you can get for Birlstone, and I will meet it—or have it met if I am too occupied.",speaker_attributed_dialogue,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00154,VOF_T00154_S03,Unknown,This is for your private eye.,"Wire me what train in the morning you can get for Birlstone, and I will meet it—or have it met if I am too occupied.",This case is a snorter.,speaker_attributed_dialogue,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00154,VOF_T00154_S04,Unknown,"Wire me what train in the morning you can get for Birlstone, and I will meet it—or have it met if I am too occupied.",This case is a snorter.,Don’t waste a moment in getting started.,speaker_attributed_dialogue,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00154,VOF_T00154_S05,Unknown,This case is a snorter.,Don’t waste a moment in getting started.,"If you can bring mr. Holmes, please do so; for he will find something after his own heart.",speaker_attributed_dialogue,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00154,VOF_T00154_S06,Unknown,Don’t waste a moment in getting started.,"If you can bring mr. Holmes, please do so; for he will find something after his own heart.",We would think the whole had been fixed up for theatrical effect if there wasn’t a dead man in the middle of it.,speaker_attributed_dialogue,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00154,VOF_T00154_S07,Unknown,"If you can bring mr. Holmes, please do so; for he will find something after his own heart.",We would think the whole had been fixed up for theatrical effect if there wasn’t a dead man in the middle of it.,My word! it _is_ a snorter.,speaker_attributed_dialogue,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00154,VOF_T00154_S08,Unknown,We would think the whole had been fixed up for theatrical effect if there wasn’t a dead man in the middle of it.,My word! it _is_ a snorter.,,speaker_attributed_dialogue,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00155,VOF_T00155_S01,Holmes,,"Your friend seems to be no fool, No, sir, White Mason is a very live man, if I am any judge.",,speaker_attributed_dialogue,high,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00156,VOF_T00156_S01,Unknown,,"Well, have you anything more?",,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00157,VOF_T00157_S01,Unknown,,Only that he will give us every detail when we meet.,,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00158,VOF_T00158_S01,Unknown,,Then how did you get at mr. Douglas and the fact that he had been horribly murdered?,,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00159,VOF_T00159_S01,Unknown,,That was in the inclosed official report.,It didn’t say ‘horrible’: that’s not a recognized official term.,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00159,VOF_T00159_S02,Unknown,That was in the inclosed official report.,It didn’t say ‘horrible’: that’s not a recognized official term.,It gave the name John Douglas.,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00159,VOF_T00159_S03,Unknown,It didn’t say ‘horrible’: that’s not a recognized official term.,It gave the name John Douglas.,"It mentioned that his injuries had been in the head, from the discharge of a shotgun.",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00159,VOF_T00159_S04,Unknown,It gave the name John Douglas.,"It mentioned that his injuries had been in the head, from the discharge of a shotgun.","It also mentioned the hour of the alarm, which was close on to midnight last night.",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00159,VOF_T00159_S05,Unknown,"It mentioned that his injuries had been in the head, from the discharge of a shotgun.","It also mentioned the hour of the alarm, which was close on to midnight last night.","It added that the case was undoubtedly one of murder, but that no arrest had been made, and that the case was one which presented some very perplexing and extraordinary features.",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00159,VOF_T00159_S06,Unknown,"It also mentioned the hour of the alarm, which was close on to midnight last night.","It added that the case was undoubtedly one of murder, but that no arrest had been made, and that the case was one which presented some very perplexing and extraordinary features.","That’s absolutely all we have at present, mr. Holmes.",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00159,VOF_T00159_S07,Unknown,"It added that the case was undoubtedly one of murder, but that no arrest had been made, and that the case was one which presented some very perplexing and extraordinary features.","That’s absolutely all we have at present, mr. Holmes.",,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00160,VOF_T00160_S01,Unknown,,"Then, with your permission, we will leave it at that, mr. Mac.",The temptation to form premature theories upon insufficient data is the bane of our profession.,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00160,VOF_T00160_S02,Unknown,"Then, with your permission, we will leave it at that, mr. Mac.",The temptation to form premature theories upon insufficient data is the bane of our profession.,"I can see only two things for certain at present—a great brain in London, and a dead man in Sussex.",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00160,VOF_T00160_S03,Unknown,The temptation to form premature theories upon insufficient data is the bane of our profession.,"I can see only two things for certain at present—a great brain in London, and a dead man in Sussex.",It’s the chain between that we are going to trace.,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00160,VOF_T00160_S04,Unknown,"I can see only two things for certain at present—a great brain in London, and a dead man in Sussex.",It’s the chain between that we are going to trace.,,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00161,VOF_T00161_S01,Ames,,"An easy-going, free-handed gentleman, But, my word!",I had rather not be the man that crossed him!,speaker_attributed_dialogue,high,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00161,VOF_T00161_S02,Ames,"An easy-going, free-handed gentleman, But, my word!",I had rather not be the man that crossed him!,,speaker_attributed_dialogue,high,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00162,VOF_T00162_S01,Unknown,,"We will touch nothing until my superiors arrive,",,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00163,VOF_T00163_S01,Cecil Barker,,"Nothing has been touched up to now, I’ll answer for that.",You see it all exactly as I found it.,speaker_attributed_dialogue,high,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00163,VOF_T00163_S02,Cecil Barker,"Nothing has been touched up to now, I’ll answer for that.",You see it all exactly as I found it.,,speaker_attributed_dialogue,high,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00164,VOF_T00164_S01,Unknown,,When was that?,,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00165,VOF_T00165_S01,Unknown,,It was just half-past eleven.,"I had not begun to undress, and I was sitting by the fire in my bedroom when I heard the report.",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00165,VOF_T00165_S02,Unknown,It was just half-past eleven.,"I had not begun to undress, and I was sitting by the fire in my bedroom when I heard the report.",It was not very loud—it seemed to be muffled.,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00165,VOF_T00165_S03,Unknown,"I had not begun to undress, and I was sitting by the fire in my bedroom when I heard the report.",It was not very loud—it seemed to be muffled.,I rushed down—I don’t suppose it was thirty seconds before I was in the room.,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00165,VOF_T00165_S04,Unknown,It was not very loud—it seemed to be muffled.,I rushed down—I don’t suppose it was thirty seconds before I was in the room.,,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00166,VOF_T00166_S01,Unknown,,Was the door open?,,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00167,VOF_T00167_S01,Unknown,,"Yes, it was open.",Poor Douglas was lying as you see him.,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00167,VOF_T00167_S02,Unknown,"Yes, it was open.",Poor Douglas was lying as you see him.,His bedroom candle was burning on the table.,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00167,VOF_T00167_S03,Unknown,Poor Douglas was lying as you see him.,His bedroom candle was burning on the table.,It was I who lit the lamp some minutes afterward.,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00167,VOF_T00167_S04,Unknown,His bedroom candle was burning on the table.,It was I who lit the lamp some minutes afterward.,,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00168,VOF_T00168_S01,Unknown,,Did you see no one?,,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00169,VOF_T00169_S01,Unknown,,"no. I heard mrs. Douglas coming down the stair behind me, and I rushed out to prevent her from seeing this dreadful sight. mrs. Allen, the housekeeper, came and took her away.","Ames had arrived, and we ran back into the room once more.",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00169,VOF_T00169_S02,Unknown,"no. I heard mrs. Douglas coming down the stair behind me, and I rushed out to prevent her from seeing this dreadful sight. mrs. Allen, the housekeeper, came and took her away.","Ames had arrived, and we ran back into the room once more.",,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00170,VOF_T00170_S01,Unknown,,But surely I have heard that the drawbridge is kept up all night.,,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00171,VOF_T00171_S01,Unknown,,"Yes, it was up until I lowered it.",,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00172,VOF_T00172_S01,Unknown,,Then how could any murderer have got away?,It is out of the question! mr. Douglas must have shot himself.,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00172,VOF_T00172_S02,Unknown,Then how could any murderer have got away?,It is out of the question! mr. Douglas must have shot himself.,,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00173,VOF_T00173_S01,Unknown,,That was our first idea.,But see!,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00173,VOF_T00173_S02,Unknown,That was our first idea.,But see!,,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00174,VOF_T00174_S01,Unknown,,And look at this!,,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00175,VOF_T00175_S01,Unknown,,Someone has stood there in getting out.,,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00176,VOF_T00176_S01,Unknown,,You mean that someone waded across the moat?,,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00177,VOF_T00177_S01,Unknown,,Exactly!,,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00178,VOF_T00178_S01,Unknown,,"Then if you were in the room within half a minute of the crime, he must have been in the water at that very moment.",,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00179,VOF_T00179_S01,Unknown,,I have not a doubt of it.,I wish to heaven that I had rushed to the window!,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00179,VOF_T00179_S02,Unknown,I have not a doubt of it.,I wish to heaven that I had rushed to the window!,"But the curtain screened it, as you can see, and so it never occurred to me.",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00179,VOF_T00179_S03,Unknown,I wish to heaven that I had rushed to the window!,"But the curtain screened it, as you can see, and so it never occurred to me.","Then I heard the step of mrs. Douglas, and I could not let her enter the room.",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00179,VOF_T00179_S04,Unknown,"But the curtain screened it, as you can see, and so it never occurred to me.","Then I heard the step of mrs. Douglas, and I could not let her enter the room.",It would have been too horrible.,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00179,VOF_T00179_S05,Unknown,"Then I heard the step of mrs. Douglas, and I could not let her enter the room.",It would have been too horrible.,,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00180,VOF_T00180_S01,the doctor,,Horrible enough!,I’ve never seen such injuries since the Birlstone railway smash.,speaker_attributed_dialogue,high,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00180,VOF_T00180_S02,the doctor,Horrible enough!,I’ve never seen such injuries since the Birlstone railway smash.,,speaker_attributed_dialogue,high,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00181,VOF_T00181_S01,the police sergeant,,"But, I say, It’s all very well your saying that a man escaped by wading this moat, but what I ask you is, how did he ever get into the house at all if the bridge was up?",,speaker_attributed_dialogue,high,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00182,VOF_T00182_S01,Barker,,"Ah, that’s the question, At what o’clock was it raised?",,speaker_attributed_dialogue,high,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00183,VOF_T00183_S01,Ames,,"It was nearly six o’clock, I’ve heard,",,speaker_attributed_dialogue,high,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00184,VOF_T00184_S01,Unknown,,that it was usually raised at sunset.,That would be nearer half-past four than six at this time of year.,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00184,VOF_T00184_S02,Unknown,that it was usually raised at sunset.,That would be nearer half-past four than six at this time of year.,,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00185,VOF_T00185_S01,Ames,,"mrs. Douglas had visitors to tea, I couldn’t raise it until they went.",Then I wound it up myself.,speaker_attributed_dialogue,high,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00185,VOF_T00185_S02,Ames,"mrs. Douglas had visitors to tea, I couldn’t raise it until they went.",Then I wound it up myself.,,speaker_attributed_dialogue,high,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00186,VOF_T00186_S01,the sergeant,,"Then it comes to this, If anyone came from outside—_if_ they did—they must have got in across the bridge before six and been in hiding ever since, until mr. Douglas came into the room after eleven.",,speaker_attributed_dialogue,high,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00187,VOF_T00187_S01,Unknown,,That is so! mr. Douglas went round the house every night the last thing before he turned in to see that the lights were right.,That brought him in here.,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00187,VOF_T00187_S02,Unknown,That is so! mr. Douglas went round the house every night the last thing before he turned in to see that the lights were right.,That brought him in here.,The man was waiting and shot him.,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00187,VOF_T00187_S03,Unknown,That brought him in here.,The man was waiting and shot him.,Then he got away through the window and left his gun behind him.,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00187,VOF_T00187_S04,Unknown,The man was waiting and shot him.,Then he got away through the window and left his gun behind him.,That’s how I read it; for nothing else will fit the facts.,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00187,VOF_T00187_S05,Unknown,Then he got away through the window and left his gun behind him.,That’s how I read it; for nothing else will fit the facts.,,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00188,VOF_T00188_S01,Unknown,,What’s this?,,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00189,VOF_T00189_S01,Unknown,,"I never noticed it before,",,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00190,VOF_T00190_S01,Unknown,,The murderer must have left it behind him.,,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00191,VOF_T00191_S01,Unknown,,V.V.—341.,I can make no sense of that.,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00191,VOF_T00191_S02,Unknown,V.V.—341.,I can make no sense of that.,,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00192,VOF_T00192_S01,Unknown,,What’s V.V.?,"Somebody’s initials, maybe.",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00192,VOF_T00192_S02,Unknown,What’s V.V.?,"Somebody’s initials, maybe.","What have you got there, dr. Wood?",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00192,VOF_T00192_S03,Unknown,"Somebody’s initials, maybe.","What have you got there, dr. Wood?",,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00193,VOF_T00193_S01,Unknown,,"mr. Douglas was altering the pictures yesterday,",,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00194,VOF_T00194_S01,Unknown,,"I saw him myself, standing upon that chair and fixing the big picture above it.",That accounts for the hammer.,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00194,VOF_T00194_S02,Unknown,"I saw him myself, standing upon that chair and fixing the big picture above it.",That accounts for the hammer.,,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00195,VOF_T00195_S01,the sergeant,,"We’d best put it back on the rug where we found it, It will want the best brains in the force to get to the bottom of this thing.",It will be a London job before it is finished.,speaker_attributed_dialogue,high,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00195,VOF_T00195_S02,the sergeant,"We’d best put it back on the rug where we found it, It will want the best brains in the force to get to the bottom of this thing.",It will be a London job before it is finished.,,speaker_attributed_dialogue,high,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00196,VOF_T00196_S01,Unknown,,Hullo!,,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00197,VOF_T00197_S01,Unknown,,What o’clock were those curtains drawn?,,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00198,VOF_T00198_S01,the butler,,"When the lamps were lit, It would be shortly after four.",,speaker_attributed_dialogue,high,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00199,VOF_T00199_S01,Unknown,,"Someone had been hiding here, sure enough.",,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00200,VOF_T00200_S01,Unknown,,"I’m bound to say this bears out your theory, mr. Barker.","It looks as if the man got into the house after four when the curtains were drawn, and before six when the bridge was raised.",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00200,VOF_T00200_S02,Unknown,"I’m bound to say this bears out your theory, mr. Barker.","It looks as if the man got into the house after four when the curtains were drawn, and before six when the bridge was raised.","He slipped into this room, because it was the first that he saw.",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00200,VOF_T00200_S03,Unknown,"It looks as if the man got into the house after four when the curtains were drawn, and before six when the bridge was raised.","He slipped into this room, because it was the first that he saw.","There was no other place where he could hide, so he popped in behind this curtain.",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00200,VOF_T00200_S04,Unknown,"He slipped into this room, because it was the first that he saw.","There was no other place where he could hide, so he popped in behind this curtain.",That all seems clear enough.,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00200,VOF_T00200_S05,Unknown,"There was no other place where he could hide, so he popped in behind this curtain.",That all seems clear enough.,"It is likely that his main idea was to burgle the house; but mr. Douglas chanced to come upon him, so he murdered him and escaped.",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00200,VOF_T00200_S06,Unknown,That all seems clear enough.,"It is likely that his main idea was to burgle the house; but mr. Douglas chanced to come upon him, so he murdered him and escaped.",,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00201,VOF_T00201_S01,Barker,,"That’s how I read it, But, I say, aren’t we wasting precious time?",Couldn’t we start out and scout the country before the fellow gets away?,speaker_attributed_dialogue,high,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00201,VOF_T00201_S02,Barker,"That’s how I read it, But, I say, aren’t we wasting precious time?",Couldn’t we start out and scout the country before the fellow gets away?,,speaker_attributed_dialogue,high,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00202,VOF_T00202_S01,Unknown,,There are no trains before six in the morning; so he can’t get away by rail.,"If he goes by road with his legs all dripping, it’s odds that someone will notice him.",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00202,VOF_T00202_S02,Unknown,There are no trains before six in the morning; so he can’t get away by rail.,"If he goes by road with his legs all dripping, it’s odds that someone will notice him.","Anyhow, I can’t leave here myself until I am relieved.",dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00202,VOF_T00202_S03,Unknown,"If he goes by road with his legs all dripping, it’s odds that someone will notice him.","Anyhow, I can’t leave here myself until I am relieved.",But I think none of you should go until we see more clearly how we all stand.,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00202,VOF_T00202_S04,Unknown,"Anyhow, I can’t leave here myself until I am relieved.",But I think none of you should go until we see more clearly how we all stand.,,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00203,VOF_T00203_S01,Unknown,,What’s this mark?,,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00204,VOF_T00204_S01,Unknown,,Could this have any connection with the crime?,,dialogue_candidate,review,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00205,VOF_T00205_S01,the doctor,,"It’s not tattooed, I never saw anything like it.",The man has been branded at some time as they brand cattle.,speaker_attributed_dialogue,high,Project Gutenberg #3289 - The Valley of Fear
VOF,VOF_T00205,VOF_T00205_S02,the doctor,"It’s not tattooed, I never saw anything like it.",The man has been branded at some time as they brand cattle.,What is the meaning of this?,speaker_attributed_dialogue,high,Project Gutenberg #3289 - The Valley of Fear
