text_id,turn_id,sentence_id,speaker,current_text,pattern,fragment,start_position,end_position,suggested_spacing,decision,review_notes
VOF,VOF_T00866,VOF_T00866_S04,Unknown,"Well, we can let that be bygones; for, between you and me—and perhaps I’m going further than my duty in saying it—they could get no clear case against you, and Chicago’s open to you to-morrow.",missing_space_after_em_dash,t—t,112,115,,,
VOF,VOF_T00870,VOF_T00870_S02,Unknown,"So good-night to you—and good-night, Councillor.",missing_space_after_em_dash,u—a,19,22,,,
VOF,VOF_T00941,VOF_T00941_S02,Unknown,I am a faithful member—you all know that—and it is my fear lest evil come to the lodge which makes me speak in anxious words.,missing_space_after_em_dash,r—y,21,24,,,
VOF,VOF_T00941,VOF_T00941_S02,Unknown,I am a faithful member—you all know that—and it is my fear lest evil come to the lodge which makes me speak in anxious words.,missing_space_after_em_dash,t—a,39,42,,,
VOF,VOF_T00952,VOF_T00952_S01,Unknown,Who are you to interfere—you that are new to the lodge?,missing_space_after_em_dash,e—y,23,26,,,
VOF,VOF_T00954,VOF_T00954_S02,Unknown,"As to the lodge, wasn’t it the order of the Bodymaster that the man was not to be killed—and what are you doing but killing him?",missing_space_after_em_dash,d—a,87,90,,,
VOF,VOF_T00957,VOF_T00957_S01,Unknown,Outrage at the Herald Office—Editor Seriously Injured.,missing_space_after_em_dash,e—E,27,30,,,
VOF,VOF_T00968,VOF_T00968_S01,Morris,"I have given up looking for either the one or the other, I may be putting my very life in your hands by what I say; but, bad as you are—and it seemed to me last night that you were shaping to be as bad as the worst—still you are new to it, and your conscience cannot yet be as hardened as theirs.",missing_space_after_em_dash,e—a,134,137,,,
VOF,VOF_T00968,VOF_T00968_S01,Morris,"I have given up looking for either the one or the other, I may be putting my very life in your hands by what I say; but, bad as you are—and it seemed to me last night that you were shaping to be as bad as the worst—still you are new to it, and your conscience cannot yet be as hardened as theirs.",missing_space_after_em_dash,t—s,213,216,,,
VOF,VOF_T00974,VOF_T00974_S04,Morris,Was that crime—or what else would you call it?,missing_space_after_em_dash,e—o,13,16,,,
VOF,VOF_T00978,VOF_T00978_S03,Unknown,Then I heard of this place—curse the hour that the name first fell upon my ears!—and I came to better myself!,missing_space_after_em_dash,e—c,25,28,,,
VOF,VOF_T00978,VOF_T00978_S14,Unknown,"Oh, man, it is awful—awful!",missing_space_after_em_dash,l—a,19,22,,,
VOF,VOF_T00985,VOF_T00985_S01,McMurdo,"Well, I’ll let you know what I think when I have seen more, What is very clear is that you are not the man for the place, and that the sooner you sell out—if you only get a dime a dollar for what the business is worth—the better it will be for you.",missing_space_after_em_dash,t—i,153,156,,,
VOF,VOF_T00985,VOF_T00985_S01,McMurdo,"Well, I’ll let you know what I think when I have seen more, What is very clear is that you are not the man for the place, and that the sooner you sell out—if you only get a dime a dollar for what the business is worth—the better it will be for you.",missing_space_after_em_dash,h—t,216,219,,,
VOF,VOF_T01047,VOF_T01047_S04,Unknown,"How am I to know that you are not a married man—you, a stranger, that nobody knows?",missing_space_after_em_dash,n—y,46,49,,,
VOF,VOF_T01057,VOF_T01057_S04,Unknown,"Oh, Jack, see—I beg it of you on my bended knees!",missing_space_after_em_dash,e—I,12,15,,,
VOF,VOF_T01062,VOF_T01062_S01,Unknown,"Well, then, to the West, or to England, or to Germany, where father came from—anywhere to get away from this Valley of Fear!",missing_space_after_em_dash,m—a,76,79,,,
VOF,VOF_T01065,VOF_T01065_S05,Unknown,I can’t—take that from me once and for all.,missing_space_after_em_dash,t—t,6,9,,,
VOF,VOF_T01087,VOF_T01087_S01,Unknown,You can take two men with you—Manders and Reilly.,missing_space_after_em_dash,u—M,28,31,,,
VOF,VOF_T01089,VOF_T01089_S05,Unknown,"That’s the house—all alone at the Iron Dike crossroad, same as you see here on the map—without another within earshot.",missing_space_after_em_dash,e—a,15,18,,,
VOF,VOF_T01089,VOF_T01089_S05,Unknown,"That’s the house—all alone at the Iron Dike crossroad, same as you see here on the map—without another within earshot.",missing_space_after_em_dash,p—w,85,88,,,
VOF,VOF_T01089,VOF_T01089_S08,Unknown,"But at night—well, there he is with his wife, three children, and a hired help.",missing_space_after_em_dash,t—w,11,14,,,
VOF,VOF_T01095,VOF_T01095_S01,Unknown,They have to—else how can we get him?,missing_space_after_em_dash,o—e,11,14,,,
VOF,VOF_T01128,VOF_T01128_S01,Unknown,But this man—your friend—has he any other person that he would be likely to write to?,missing_space_after_em_dash,n—y,11,14,,,
VOF,VOF_T01128,VOF_T01128_S01,Unknown,But this man—your friend—has he any other person that he would be likely to write to?,missing_space_after_em_dash,d—h,23,26,,,
VOF,VOF_T01132,VOF_T01132_S01,Unknown,I was asking because it is likely that he may have given some description of this fellow Birdy Edwards—then we could get on his trail.,missing_space_after_em_dash,s—t,101,104,,,
VOF,VOF_T01174,VOF_T01174_S04,Unknown,He will get at our secrets—maybe has got them already.,missing_space_after_em_dash,s—m,25,28,,,
VOF,VOF_T01178,VOF_T01178_S03,McMurdo,"I would ask the lodge to choose a trusty committee, mr. Chairman—yourself, if I might suggest it, and Brother Baldwin here, and five more.",missing_space_after_em_dash,n—y,63,66,,,
VOF,VOF_T01182,VOF_T01182_S03,Unknown,I met him on the cars when I went down the line on Wednesday—a hard case if ever there was one.,missing_space_after_em_dash,y—a,59,62,,,
VOF,VOF_T01194,VOF_T01194_S04,Unknown,If I get his promise—and I’ll let you know if I do—I’d have the whole seven of you come to me by nine o’clock.,missing_space_after_em_dash,e—a,19,22,,,
VOF,VOF_T01194,VOF_T01194_S04,Unknown,If I get his promise—and I’ll let you know if I do—I’d have the whole seven of you come to me by nine o’clock.,missing_space_after_em_dash,o—I,49,52,,,
VOF,VOF_T01194,VOF_T01194_S06,Unknown,"If ever he gets out alive—well, he can talk of Birdy Edwards’s luck for the rest of his days!",missing_space_after_em_dash,e—w,24,27,,,
VOF,VOF_T01198,VOF_T01198_S01,Unknown,He’s been here some time—six weeks at the least. I guess he didn’t come into these parts to look at the prospect.,missing_space_after_em_dash,e—s,23,26,,,
VOF,VOF_T01220,VOF_T01220_S02,Unknown,You will all be in the big room—same as you saw when you had a chat with me.,missing_space_after_em_dash,m—s,30,33,,,
VOF,VOF_T01240,VOF_T01240_S02,Unknown,"Pull it out, or by the Lord that made me—There, that will do.",missing_space_after_em_dash,e—T,39,42,,,
VOF,VOF_T01248,VOF_T01248_S01,he,"I’ve had bad news—terrible news, mr. Holmes, I feared as much,",missing_space_after_em_dash,s—t,16,19,,,
VOF,VOF_T01262,VOF_T01262_S03,Unknown,It is crushing the nut with the triphammer—an absurd extravagance of energy—but the nut is very effectually crushed all the same.,missing_space_after_em_dash,r—a,41,44,,,
VOF,VOF_T01262,VOF_T01262_S03,Unknown,It is crushing the nut with the triphammer—an absurd extravagance of energy—but the nut is very effectually crushed all the same.,missing_space_after_em_dash,y—b,74,77,,,
VOF,VOF_T01266,VOF_T01266_S02,Holmes,But you must give me time—you must give me time!,missing_space_after_em_dash,e—y,24,27,,,
