text_id,turn_id,sentence_id,speaker,current_text,classification,beginning_fragment,beginning_found,ending_fragment,ending_found,short_beginning_found,short_ending_found
VOF,VOF_T00815,VOF_T00815_S01,he,"Those never passed the Philadelphia mint, You don’t say!",short_fragment_only,"Those never passed the Philadelphia mint, You don't",False,"never passed the Philadelphia mint, You don't say!",False,True,False
VOF,VOF_T00826,VOF_T00826_S01,he,"So, you got here first, did you?",short_fragment_only,"So, you got here first, did you?",False,"So, you got here first, did you?",False,False,True
VOF,VOF_T00827,VOF_T00827_S01,McMurdo,"Then say it here and now before my face, I’ll say it at my own time, in my own way.",both_fragments_found,Then say it here and now before my,True,"at my own time, in my own way.",True,True,True
VOF,VOF_T00835,VOF_T00835_S01,McGinty,"Yes, it is, Ted Baldwin, Is it you that would dispute it?",short_fragment_only,"Yes, it is, Ted Baldwin, Is it you",False,"Baldwin, Is it you that would dispute it?",False,True,True
VOF,VOF_T00840,VOF_T00840_S01,the other,"Well, then, we are all good friends again and there’s an end of the matter.",ending_only,"Well, then, we are all good friends again",False,again and there's an end of the matter.,True,True,True
VOF,VOF_T00843,VOF_T00843_S01,Baldwin,"The clouds are heavy, But they will forever brighten.",short_fragment_only,"The clouds are heavy, But they will forever",False,"clouds are heavy, But they will forever brighten.",False,True,True
VOF,VOF_T00846,VOF_T00846_S01,Unknown,"Faith, I’d be slow to do that, I’m quick to quarrel and quick to forgive.",ending_only,"Faith, I'd be slow to do that, I'm",False,I'm quick to quarrel and quick to forgive.,True,True,True
VOF,VOF_T00851,VOF_T00851_S01,the police officer,"A straight whisky; for the night is bitter, I don’t think we have met before, Councillor?",both_fragments_found,"A straight whisky; for the night is bitter,",True,"I don't think we have met before, Councillor?",True,True,True
VOF,VOF_T00853,VOF_T00853_S01,McGinty,"We’d do better without you, Captain Marvin, for we have our own police of the township, and no need for any imported goods.",ending_only,"We'd do better without you, Captain Marvin, for",False,"township, and no need for any imported goods.",True,True,True
VOF,VOF_T00854,VOF_T00854_S01,the police officer,"Well, well, we won’t argue about that, I expect we all do our duty same as we see it; but we can’t all see it the same.",ending_only,"Well, well, we won't argue about that, I",False,but we can't all see it the same.,True,True,True
VOF,VOF_T00857,VOF_T00857_S01,he,"I was never a friend to you nor any other cursed copper in my life, An acquaintance isn’t always a friend,",beginning_only,I was never a friend to you nor,True,"my life, An acquaintance isn't always a friend,",False,True,True
VOF,VOF_T00859,VOF_T00859_S01,he,"I’m not denying it, D’ye think I’m ashamed of my own name?",ending_only,"I'm not denying it, D'ye think I'm ashamed",False,D'ye think I'm ashamed of my own name?,True,True,True
VOF,VOF_T00869,VOF_T00869_S01,McMurdo,"Well, I suppose you mean well, and I do thank you, It’s mum with me so long as I see you living on the straight,",both_fragments_found,"Well, I suppose you mean well, and I",True,"as I see you living on the straight,",True,True,True
VOF,VOF_T00872,VOF_T00872_S01,he,"The Bodymaster orders that he shall be trussed, blinded, and entered, John McMurdo,",beginning_only,"The Bodymaster orders that he shall be trussed,",True,"shall be trussed, blinded, and entered, John McMurdo,",False,True,False
VOF,VOF_T00875,VOF_T00875_S01,the voice,"Dark nights are unpleasant, Yes, for strangers to travel,",short_fragment_only,"Dark nights are unpleasant, Yes, for strangers to",False,"nights are unpleasant, Yes, for strangers to travel,",False,True,True
VOF,VOF_T00884,VOF_T00884_S01,the voice,"He is of stout heart, Can you bear pain?",short_fragment_only,"He is of stout heart, Can you bear",False,"is of stout heart, Can you bear pain?",False,True,True
VOF,VOF_T00887,VOF_T00887_S01,he,"I can take more than that, One last word, Brother McMurdo,",short_fragment_only,"I can take more than that, One last",False,"more than that, One last word, Brother McMurdo,",False,True,True
VOF,VOF_T00889,VOF_T00889_S01,McMurdo,"I am, And you accept the rule of the Bodymaster for the time being under all circumstances?",ending_only,"I am, And you accept the rule of",False,Bodymaster for the time being under all circumstances?,True,False,True
VOF,VOF_T00892,VOF_T00892_S01,one,"We’ve all had it, but not all as brave as you over it.",ending_only,"We've all had it, but not all as",False,not all as brave as you over it.,True,True,True
VOF,VOF_T00893,VOF_T00893_S02,he,"It was nothing, The first business on the agenda paper,",short_fragment_only,"It was nothing, The first business on the",False,"nothing, The first business on the agenda paper,",False,False,True
VOF,VOF_T00898,VOF_T00898_S01,the volunteer,"I’ve no pistol, It’s your first, is it not?",short_fragment_only,"I've no pistol, It's your first, is it",False,"no pistol, It's your first, is it not?",False,False,True
VOF,VOF_T00906,VOF_T00906_S01,he,"I like it well, ’Tis a proper place for a lad of mettle.",ending_only,"I like it well, 'Tis a proper place",False,a proper place for a lad of mettle.,True,True,True
VOF,VOF_T00909,VOF_T00909_S01,the secretary,"I would move, that Brother McMurdo should wait until it is the good pleasure of the lodge to employ him.",ending_only,"I would move, that Brother McMurdo should wait",False,good pleasure of the lodge to employ him.,True,False,True
VOF,VOF_T00910,VOF_T00910_S01,McMurdo,"Sure, that was what I meant; I’m in your hands, Your time will come, Brother,",beginning_only,"Sure, that was what I meant; I'm in",True,"in your hands, Your time will come, Brother,",False,True,True
VOF,VOF_T00916,VOF_T00916_S01,the treasurer,"The funds are good at the moment, The firms have been generous of late.",short_fragment_only,"The funds are good at the moment, The",False,"moment, The firms have been generous of late.",False,True,True
VOF,VOF_T00925,VOF_T00925_S01,the chairman,"I don’t see, Brother Morris, that it matters to us who buys them, since they can’t carry them out of the district.",ending_only,"I don't see, Brother Morris, that it matters",False,they can't carry them out of the district.,True,True,True
VOF,VOF_T00929,VOF_T00929_S01,he,"Brother Morris, you were always a croaker.",short_fragment_only,"Brother Morris, you were always a croaker.",False,"Brother Morris, you were always a croaker.",False,False,True
VOF,VOF_T00933,VOF_T00933_S01,he,"Boys, there’s one man in this town that wants trimming up, and it’s for you to see that he gets it.",ending_only,"Boys, there's one man in this town that",False,for you to see that he gets it.,True,False,True
VOF,VOF_T00938,VOF_T00938_S01,Unknown,"There is a Judge Lynch that might try the case, I have but to raise my finger,",beginning_only,There is a Judge Lynch that might try,True,"case, I have but to raise my finger,",False,True,True
VOF,VOF_T00946,VOF_T00946_S01,Unknown,"I promised the new brother he should go, Well, he can come if he wants,",beginning_only,"I promised the new brother he should go,",True,"go, Well, he can come if he wants,",False,True,True
VOF,VOF_T00949,VOF_T00949_S01,Baldwin to McMurdo,"Here, you, you can stand below at the door and see that the road is kept open for us.",ending_only,"Here, you, you can stand below at the",False,that the road is kept open for us.,True,False,True
VOF,VOF_T00950,VOF_T00950_S01,he,"You’ll kill the man, Drop it!",short_fragment_only,"You'll kill the man, Drop it!",False,"You'll kill the man, Drop it!",False,True,False
VOF,VOF_T00955,VOF_T00955_S01,one of the men,"It’s truth he says, By Gar! you’d best hurry yourselves!",short_fragment_only,"It's truth he says, By Gar! you'd best",False,"he says, By Gar! you'd best hurry yourselves!",False,True,True
VOF,VOF_T00958,VOF_T00958_S01,the older man,"I wanted to have a word with you, mr. McMurdo, It was kind of you to come.",beginning_only,"I wanted to have a word with you,",True,"McMurdo, It was kind of you to come.",False,True,True
VOF,VOF_T00962,VOF_T00962_S01,Morris,"No, no, not always, Whatever we say, even what we think, seems to go back to that man McGinty.",ending_only,"No, no, not always, Whatever we say, even",False,seems to go back to that man McGinty.,True,True,True
VOF,VOF_T00964,VOF_T00964_S01,Morris,"If that is the view you take, I can only say that I am sorry I gave you the trouble to come and meet me.",ending_only,"If that is the view you take, I",False,you the trouble to come and meet me.,True,True,True
VOF,VOF_T00965,VOF_T00965_S01,he,"Sure I spoke for myself only, I am a newcomer, as you know, and I am strange to it all.",ending_only,"Sure I spoke for myself only, I am",False,"know, and I am strange to it all.",True,True,True
VOF,VOF_T00968,VOF_T00968_S01,Morris,"I have given up looking for either the one or the other, I may be putting my very life in your hands by what I say; but, bad as you are—and it seemed to me last night that you were shaping to be as bad as the worst—still you are new to it, and your conscience cannot yet be as hardened as theirs.",both_fragments_found,I have given up looking for either the,True,conscience cannot yet be as hardened as theirs.,True,True,True
VOF,VOF_T00975,VOF_T00975_S01,McMurdo,"There are some would say it was war, a war of two classes with all in, so that each struck as best it could.",both_fragments_found,"There are some would say it was war,",True,so that each struck as best it could.,True,True,True
VOF,VOF_T00979,VOF_T00979_S01,he,"You were too soft for the job, You are the wrong sort for such work.",ending_only,"You were too soft for the job, You",False,You are the wrong sort for such work.,True,True,True
VOF,VOF_T00983,VOF_T00983_S01,McMurdo,"That’s well, I’m thinking that you are a weak man and that you make too much of the matter.",ending_only,"That's well, I'm thinking that you are a",False,that you make too much of the matter.,True,False,True
VOF,VOF_T00985,VOF_T00985_S01,McMurdo,"Well, I’ll let you know what I think when I have seen more, What is very clear is that you are not the man for the place, and that the sooner you sell out—if you only get a dime a dollar for what the business is worth—the better it will be for you.",both_fragments_found,"Well, I'll let you know what I think",True,is worth-the better it will be for you.,True,True,True
VOF,VOF_T00987,VOF_T00987_S01,Morris,"One word before you go, We may have been seen together.",short_fragment_only,"One word before you go, We may have",False,"you go, We may have been seen together.",False,True,True
VOF,VOF_T01007,VOF_T01007_S01,McMurdo,"It may be enough for most folk; but it ain’t enough for me, Councillor, If you are a judge of men, you’ll know that.",both_fragments_found,It may be enough for most folk; but,True,"are a judge of men, you'll know that.",True,True,True
VOF,VOF_T01008,VOF_T01008_S01,he,"You’re a queer card, for sure, Well, if you want reasons, I’ll give them.",ending_only,"You're a queer card, for sure, Well, if",False,"Well, if you want reasons, I'll give them.",True,True,True
VOF,VOF_T01015,VOF_T01015_S01,McGinty,"Well, that’s enough, I came down to give you a word in season, and you’ve had it.",ending_only,"Well, that's enough, I came down to give",False,"a word in season, and you've had it.",True,False,True
VOF,VOF_T01016,VOF_T01016_S01,McMurdo,"I’d like to know, how you ever came to learn that I had spoken with Morris at all?",ending_only,"I'd like to know, how you ever came",False,that I had spoken with Morris at all?,True,True,True
VOF,VOF_T01017,VOF_T01017_S01,he,"It’s my business to know what goes on in this township, I guess you’d best reckon on my hearing all that passes.",both_fragments_found,It's my business to know what goes on,True,best reckon on my hearing all that passes.,True,True,True
VOF,VOF_T01018,VOF_T01018_S01,he,"I thought you’d be getting into trouble, mr. Crooked McMurdo of Chicago, Can’t keep out of it, can you?",beginning_only,"I thought you'd be getting into trouble, mr.",True,"Chicago, Can't keep out of it, can you?",False,True,True
VOF,VOF_T01019,VOF_T01019_S01,McGinty,"I guess you’ll pay for this, Captain Marvin, Who are you, I’d like to know, to break into a house in this fashion and molest honest, law-abiding men?",both_fragments_found,"I guess you'll pay for this, Captain Marvin,",True,"in this fashion and molest honest, law-abiding men?",True,True,True
VOF,VOF_T01020,VOF_T01020_S01,the police captain,"You’re standing out in this deal, Councillor McGinty, We are not out after you, but after this man McMurdo.",both_fragments_found,"You're standing out in this deal, Councillor McGinty,",True,"out after you, but after this man McMurdo.",True,True,True
VOF,VOF_T01021,VOF_T01021_S01,the Boss,"He is a friend of mine, and I’ll answer for his conduct, By all accounts, mr. McGinty, you may have to answer for your own conduct some of these days,",both_fragments_found,"He is a friend of mine, and I'll",True,"for your own conduct some of these days,",True,True,True
VOF,VOF_T01023,VOF_T01023_S01,McMurdo,"There’s my pistol, Maybe, Captain Marvin, if you and I were alone and face to face you would not take me so easily.",ending_only,"There's my pistol, Maybe, Captain Marvin, if you",False,face you would not take me so easily.,True,False,True
VOF,VOF_T01027,VOF_T01027_S01,McGinty,"Well, if that’s all you have against him, you can save yourself a deal of trouble by dropping it right now.",both_fragments_found,"Well, if that's all you have against him,",True,deal of trouble by dropping it right now.,True,True,True
VOF,VOF_T01030,VOF_T01030_S01,McMurdo,"All right, I’ll bid you good-bye,",short_fragment_only,"All right, I'll bid you good-bye,",False,"All right, I'll bid you good-bye,",False,False,True
VOF,VOF_T01037,VOF_T01037_S01,Unknown,"He’ll be the boy for the clean job, It’s you!",beginning_only,"He'll be the boy for the clean job,",True,"the boy for the clean job, It's you!",False,True,False
VOF,VOF_T01051,VOF_T01051_S01,he,"I’ll tell you, acushla, I’m under oath not to show it, and just as I wouldn’t break my word to you so I would keep it to those who hold my promise.",ending_only,"I'll tell you, acushla, I'm under oath not",False,keep it to those who hold my promise.,True,True,True
VOF,VOF_T01063,VOF_T01063_S01,he,"Sure, it is the second time I have heard the valley so named, The shadow does indeed seem to lie heavy on some of you.",both_fragments_found,"Sure, it is the second time I have",True,seem to lie heavy on some of you.,True,True,True
VOF,VOF_T01073,VOF_T01073_S01,Scanlan,"Sure, we are all in it together, That’s true enough, and we’ll talk till the cows come home of the killing of Charlie Williams or of Simon Bird, or any other job in the past. But till the work is done we say nothing.",ending_only,"Sure, we are all in it together, That's",False,till the work is done we say nothing.,True,True,True
VOF,VOF_T01074,VOF_T01074_S01,McMurdo,"There are half a dozen about here that I have a word to say to, I suppose it isn’t Jack Knox of Ironhill that you are after.",both_fragments_found,There are half a dozen about here that,True,Jack Knox of Ironhill that you are after.,True,True,True
VOF,VOF_T01085,VOF_T01085_S01,he,"See here, my lad, I’ve got a job that’s worthy of you at last. You’ll have the doing of it in your own hands.",ending_only,"See here, my lad, I've got a job",False,the doing of it in your own hands.,True,True,True
VOF,VOF_T01103,VOF_T01103_S01,McGinty,"Very good, I leave it with you.",short_fragment_only,"Very good, I leave it with you.",False,"Very good, I leave it with you.",False,False,True
VOF,VOF_T01104,VOF_T01104_S01,McMurdo,"Leave him to me, He’s my man, and I’ll get him sure if I have to wait a year for him.",ending_only,"Leave him to me, He's my man, and",False,I have to wait a year for him.,True,True,True
VOF,VOF_T01111,VOF_T01111_S01,he,"That’s the physic for the likes of you, Now let me hear of it.",beginning_only,"That's the physic for the likes of you,",True,"of you, Now let me hear of it.",False,True,True
VOF,VOF_T01112,VOF_T01112_S01,he,"I can tell it to you all in one sentence, There’s a detective on our trail.",beginning_only,I can tell it to you all in,True,"one sentence, There's a detective on our trail.",False,True,True
VOF,VOF_T01143,VOF_T01143_S01,McMurdo,"Self-protection is no murder, anyhow, It’s him or us.",short_fragment_only,"Self-protection is no murder, anyhow, It's him or",False,"is no murder, anyhow, It's him or us.",False,True,True
VOF,VOF_T01160,VOF_T01160_S01,Unknown,"It’s Lander and Egan, They both claim the head money given by the lodge for the shooting of old man Crabbe over at Stylestown, and who’s to say which fired the bullet?",ending_only,"It's Lander and Egan, They both claim the",False,and who's to say which fired the bullet?,True,True,True
VOF,VOF_T01163,VOF_T01163_S01,McGinty,"Brother McMurdo claims urgency, It’s a claim that by the rules of this lodge takes precedence.",ending_only,"Brother McMurdo claims urgency, It's a claim that",False,by the rules of this lodge takes precedence.,True,True,True
VOF,VOF_T01167,VOF_T01167_S01,Unknown,"It is in this letter which has come into my hands, It is a matter of honour with me that I can give no further particulars about the letter, nor put it into your hands; but I assure you that there is nothing else in it which can affect the interests of the lodge.",both_fragments_found,It is in this letter which has come,True,which can affect the interests of the lodge.,True,True,True
VOF,VOF_T01168,VOF_T01168_S01,one of the older,"Let me say, mr. Chairman, that I have heard of Birdy Edwards, and that he has the name of being the best man in the Pinkerton service.",ending_only,"Let me say, mr. Chairman, that I have",False,being the best man in the Pinkerton service.,True,True,True
VOF,VOF_T01175,VOF_T01175_S01,Unknown,"That he never leaves the valley, Good for you, Brother Baldwin,",short_fragment_only,"That he never leaves the valley, Good for",False,"leaves the valley, Good for you, Brother Baldwin,",False,True,True
VOF,VOF_T01178,VOF_T01178_S01,McMurdo,"Eminent Bodymaster, I would put it to you that this is too vital a thing for us to discuss in open lodge.",ending_only,"Eminent Bodymaster, I would put it to you",False,thing for us to discuss in open lodge.,True,False,True
VOF,VOF_T01187,VOF_T01187_S02,McGinty,"I believe you are right, But what do you allow that we should do about it?",ending_only,"I believe you are right, But what do",False,you allow that we should do about it?,True,True,True
VOF,VOF_T01190,VOF_T01190_S01,McMurdo,"I’d start this next minute if I knew where we could find him, He’s in Hobson’s Patch; but I don’t know the house.",both_fragments_found,I'd start this next minute if I knew,True,Hobson's Patch; but I don't know the house.,True,True,True
VOF,VOF_T01199,VOF_T01199_S01,McGinty,"There’s not a weak man in the lodge, True as steel, every man of them.",beginning_only,"There's not a weak man in the lodge,",True,"lodge, True as steel, every man of them.",False,True,True
VOF,VOF_T01205,VOF_T01205_S01,McGinty,"True for you, And we’ll learn from Birdy Edwards himself where he got his news if we have to cut his heart out first. Did he seem to scent a trap?",ending_only,"True for you, And we'll learn from Birdy",False,first. Did he seem to scent a trap?,True,False,True
VOF,VOF_T01211,VOF_T01211_S01,McGinty,"Faith, he’s right there, Didn’t he ask you why you didn’t bring him the papers?",ending_only,"Faith, he's right there, Didn't he ask you",False,you why you didn't bring him the papers?,True,True,True
VOF,VOF_T01213,VOF_T01213_S01,McGinty,"Ay, I heard of that, I guess the heavy end of this business is coming on to you.",ending_only,"Ay, I heard of that, I guess the",False,of this business is coming on to you.,True,True,True
VOF,VOF_T01214,VOF_T01214_S01,he,"If we handle it right, they can never prove the killing, No one can see him come to the house after dark, and I’ll lay to it that no one will see him go.",both_fragments_found,"If we handle it right, they can never",True,it that no one will see him go.,True,True,True
VOF,VOF_T01221,VOF_T01221_S01,McGinty,"It’s a good plan, The lodge will owe you a debt for this.",ending_only,"It's a good plan, The lodge will owe",False,lodge will owe you a debt for this.,True,True,True
VOF,VOF_T01222,VOF_T01222_S01,McMurdo,"Sure, Councillor, I am little more than a recruit, And if I were you, Mike Scanlan, I would take a night off and keep clear of it.",both_fragments_found,"Sure, Councillor, I am little more than a",True,a night off and keep clear of it.,True,True,True
VOF,VOF_T01225,VOF_T01225_S01,he,"That will do, Ay,",no_fragment_found,"That will do, Ay,",False,"That will do, Ay,",False,False,False
VOF,VOF_T01227,VOF_T01227_S01,Unknown,"We’ll have the truth out of him, never fear, You are the one to handle him,",beginning_only,"We'll have the truth out of him, never",True,"fear, You are the one to handle him,",False,True,True
VOF,VOF_T01230,VOF_T01230_S02,the secretary,"Maybe he’ll get a sniff of danger, He’ll come, never fear,",short_fragment_only,"Maybe he'll get a sniff of danger, He'll",False,"a sniff of danger, He'll come, never fear,",False,True,True
VOF,VOF_T01240,VOF_T01240_S01,Unknown,"You’re safer there, Councillor, And you, Baldwin, if you don’t take your hand off your pistol, you’ll cheat the hangman yet.",ending_only,"You're safer there, Councillor, And you, Baldwin, if",False,"off your pistol, you'll cheat the hangman yet.",True,True,True
VOF,VOF_T01241,VOF_T01241_S01,Unknown,"I’d like to say a word to you before we separate, I guess we may not meet again until you see me on the stand in the courthouse.",both_fragments_found,I'd like to say a word to you,True,see me on the stand in the courthouse.,True,True,True
VOF,VOF_T01248,VOF_T01248_S01,he,"I’ve had bad news—terrible news, mr. Holmes, I feared as much,",short_fragment_only,"I've had bad news-terrible news, mr. Holmes, I",False,"news-terrible news, mr. Holmes, I feared as much,",False,True,True
VOF,VOF_T01260,VOF_T01260_S01,Holmes,"No, no, my good sir, There is a master hand here.",short_fragment_only,"No, no, my good sir, There is a",False,"good sir, There is a master hand here.",False,True,True
VOF,VOF_T01266,VOF_T01266_S01,Holmes,"No, I don’t say that, I don’t say that he can’t be beat.",ending_only,"No, I don't say that, I don't say",False,I don't say that he can't be beat.,True,True,True
